@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',2.26,1299.34966
'OVER / UNDER',5.5,1401.400758
'MATCH ODDS',3.08,1192.693617
'MATCH ODDS',3,1192.693617
'MATCH ODDS',2.4,1753.360257
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',2.1,1954.464129
'MATCH ODDS',2.03,1442.585046
'MATCH ODDS',2.38,1726.332266
'MATCH ODDS',1.67,219.694724
'MATCH ODDS',3.72,1712.721979
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.4,1715.260137
'OVER / UNDER',2.5,1678.495124
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.36,2041.164965
'ASIAN HANDICAP',2.17,257.104679
'OVER / UNDER',10,1754.294065
'ASIAN HANDICAP',1.81,2081.140719
'ASIAN HANDICAP',2.17,2056.261565
'ASIAN HANDICAP',2.44,2485.99214
'MATCH ODDS',3.35,883.597984
'MATCH ODDS',2.27,2017.209943
'MATCH ODDS',2.3,869.555244
'ASIAN HANDICAP',2.06,2002.941866
'MATCH ODDS',3.25,883.597984
'MATCH ODDS',3.3,297.471509
'MATCH ODDS',1.8,1769.143328
'MATCH ODDS',3.28,1715.260137
'ASIAN HANDICAP',1.9,1956.94682
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.2,1738.539212
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',1.81,1770.783127
'MATCH ODDS',3.56,1715.13114
'ASIAN HANDICAP',2.08,2024.048731
'ASIAN HANDICAP',1.86,1947.454479
'ASIAN HANDICAP',1.94,2005.950759
'ASIAN HANDICAP',1.94,2005.950759
'ASIAN HANDICAP',1.85,1967.892506
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.96,1958.592553
'ASIAN HANDICAP',2.66,1933.332861
'MATCH ODDS',1.91,1442.585046
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.28,1715.260137
'MATCH ODDS',1.76,1398.082164
'ASIAN HANDICAP',2.09,2047.498314
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.58,1715.13114
'MATCH ODDS',1.95,1310.175486
'MATCH ODDS',3,1192.693617
'OVER / UNDER',3.4,1756.719171
'MATCH ODDS',3.1,423.464498
'MATCH ODDS',1.95,423.464498
'MATCH ODDS',3.1,423.464498
'MATCH ODDS',1.95,423.464498
'MATCH ODDS',3.1,423.464498
'MATCH ODDS',3.1,423.464498
'MATCH ODDS',1.51,1728.409157
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.05,219.694724
'ASIAN HANDICAP',2.17,501.282084
'MATCH ODDS',1.73,219.694724
'MATCH ODDS',2.3,2041.164965
'MATCH ODDS',3.61,2041.164965
'ASIAN HANDICAP',2.11,2397.006735
'OVER / UNDER',2.71,257.104679
'OVER / UNDER',2.1,1767.106148
'MATCH ODDS',3.59,1715.13114
'OVER / UNDER',1.5,1736.552112
'MATCH ODDS',1.75,1768.998886
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.18,1340.078869
'MATCH ODDS',1.91,1310.175486
'MATCH ODDS',3.1,1192.693617
'OVER / UNDER',6,1116.414596
'MATCH ODDS',3.01,1192.693617
'MATCH ODDS',3.03,1192.693617
'MATCH ODDS',2.9,1192.693617
'ASIAN HANDICAP',2,1207.512998
'OVER / UNDER',3.25,748.984773
'ASIAN HANDICAP',1.85,748.984773
'MATCH ODDS',3.2,1738.539212
'ASIAN HANDICAP',1.88,1999.450067
'ASIAN HANDICAP',1.82,2023.077578
'ASIAN HANDICAP',1.56,1978.379762
'ASIAN HANDICAP',1.9,2067.341648
'MATCH ODDS',1.5,1729.534588
'ASIAN HANDICAP',2.02,2075.252459
'MATCH ODDS',2.3,1753.101293
'OVER / UNDER',1.83,1793.552853
'OVER / UNDER',1.9,748.984773
'MATCH ODDS',3.3,1514.987626
'MATCH ODDS',2,1769.94531
'MATCH ODDS',1.91,1747.892351
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3,219.694724
'ASIAN HANDICAP',2.01,748.984773
'MATCH ODDS',1.91,1772.641879
'MATCH ODDS',2.05,1471.783702
'MATCH ODDS',3.32,1470.346806
'OVER / UNDER',1.65,1768.195122
'OVER / UNDER',1.33,1688.849707
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.21,1715.279787
'MATCH ODDS',3.39,1715.260137
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',1.67,1763.553077
'OVER / UNDER',1.6,1747.538628
'ASIAN HANDICAP',2.06,1984.785696
'ASIAN HANDICAP',1.8,1994.606529
'ASIAN HANDICAP',1.78,2016.54531
'ASIAN HANDICAP',1.88,1992.00234
'ASIAN HANDICAP',1.77,2074.450515
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.9,1715.400731
'MATCH ODDS',2.9,1715.400731
'MATCH ODDS',2.9,1715.400731
'MATCH ODDS',1.73,748.984773
'ASIAN HANDICAP',1.54,2013.059353
'ASIAN HANDICAP',1.9,2071.079412
'ASIAN HANDICAP',1.95,748.984773
'MATCH ODDS',2.2,748.984773
'MATCH ODDS',2.2,748.984773
'ASIAN HANDICAP',2.02,748.984773
'OVER / UNDER',2.15,748.984773
'OVER / UNDER',2.17,748.984773
'MATCH ODDS',1.95,748.984773
'OVER / UNDER',1.92,748.984773
'OVER / UNDER',1.86,1771.758315
'MATCH ODDS',2.25,1728.146418
'ASIAN HANDICAP',2.34,1964.715289
'OVER / UNDER',2.02,1633.150551
'ASIAN HANDICAP',2.2,2009.515006
'OVER / UNDER',2.09,1767.440236
'ASIAN HANDICAP',2.19,2009.515006
'MATCH ODDS',3,1715.427547
'MATCH ODDS',4.02,1155.181998
'ASIAN HANDICAP',2.04,1153.076928
'OVER / UNDER',2.12,241.763191
'ASIAN HANDICAP',1.84,1081.255947
'ASIAN HANDICAP',2.02,1150.783569
'MATCH ODDS',2.54,1162.117321
'MATCH ODDS',3.2,1155.181998
'MATCH ODDS',3.2,1155.181998
'MATCH ODDS',1.8,1098.896498
'OVER / UNDER',2.3,1249.182251
'MATCH ODDS',2.1,1155.181998
'ASIAN HANDICAP',2.04,1307.385485
'MATCH ODDS',3.43,1155.181998
'ASIAN HANDICAP',2.07,1307.385485
'OVER / UNDER',1.85,1204.989929
'ASIAN HANDICAP',2.01,1208.031579
'ASIAN HANDICAP',2.01,1301.368486
'ASIAN HANDICAP',1.94,1332.981491
'MATCH ODDS',3,1162.117321
'ASIAN HANDICAP',1.98,1301.368486
'ASIAN HANDICAP',1.65,1229.547506
'ASIAN HANDICAP',2.08,1332.981491
'ASIAN HANDICAP',1.83,1936.644488
'ASIAN HANDICAP',2.17,1153.076928
'MATCH ODDS',3.2,1155.181998
'OVER / UNDER',1.6,1747.538628
'MATCH ODDS',1.91,1774.286217
'MATCH ODDS',3.25,1715.260137
'OVER / UNDER',1.9,1772.071806
'MATCH ODDS',1.55,219.694724
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.1,297.471509
'ASIAN HANDICAP',1.83,1952.979005
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',2.48,1751.695256
'OVER / UNDER',1.35,1701.825216
'ASIAN HANDICAP',2,435.508398
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.95,1715.400731
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.34,1715.260137
'ASIAN HANDICAP',2.04,1996.626279
'OVER / UNDER',1.9,1755.33351
'MATCH ODDS',3.3,297.471509
'ASIAN HANDICAP',1.92,2005.356418
'ASIAN HANDICAP',1.86,1996.654489
'ASIAN HANDICAP',2.12,1973.858477
'MATCH ODDS',1.53,1730.425337
'MATCH ODDS',3,1192.693617
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.2,1312.985629
'MATCH ODDS',2.05,627.646876
'MATCH ODDS',2.2,627.646876
'MATCH ODDS',3.43,1715.260137
'MATCH ODDS',3.1,627.646876
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.2,1715.279787
'ASIAN HANDICAP',1.85,2000.761638
'ASIAN HANDICAP',2.06,1944.428589
'ASIAN HANDICAP',1.91,1956.925716
'ASIAN HANDICAP',1.99,2067.018073
'ASIAN HANDICAP',1.98,1955.473433
'MATCH ODDS',3.1,219.694724
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',2.02,1768.289142
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.1,1768.818655
'ASIAN HANDICAP',1.88,2441.35765
'ASIAN HANDICAP',1.8,1572.538472
'MATCH ODDS',4.31,1712.714041
'ASIAN HANDICAP',2.04,1582.242041
'MATCH ODDS',3.8,2041.164965
'MATCH ODDS',2.75,2017.209943
'MATCH ODDS',1.7,1766.022708
'MATCH ODDS',1.53,1728.780999
'OVER / UNDER',1.86,1793.442156
'ASIAN HANDICAP',1.83,1591.574044
'MATCH ODDS',1.83,1770.783127
'ASIAN HANDICAP',1.89,435.247487
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',3.31,1715.260137
'OVER / UNDER',2,1766.786719
'ASIAN HANDICAP',1.75,1962.3502
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',1.73,1765.4908
'OVER / UNDER',1.7,1767.418542
'MATCH ODDS',2.83,1740.392871
'MATCH ODDS',1.91,1774.286217
'ASIAN HANDICAP',1.45,1978.872039
'MATCH ODDS',1.65,1763.694791
'ASIAN HANDICAP',2.29,1927.475392
'ASIAN HANDICAP',1.77,1976.035356
'ASIAN HANDICAP',1.9,207.67219
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',1.88,436.738858
'ASIAN HANDICAP',1.96,1978.529539
'MATCH ODDS',3.01,1192.693617
'MATCH ODDS',2.88,1192.693617
'MATCH ODDS',3,1715.427547
'ASIAN HANDICAP',2.02,1996.626279
'MATCH ODDS',2.41,1753.360257
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.7,2012.893705
'ASIAN HANDICAP',1.82,2023.077578
'MATCH ODDS',2.64,1742.529252
'MATCH ODDS',2.12,1338.856639
'OVER / UNDER',7,1401.400758
'MATCH ODDS',3.24,1715.279787
'MATCH ODDS',3.4,1715.260137
'ASIAN HANDICAP',1.57,1958.171226
'MATCH ODDS',3.4,627.646876
'OVER / UNDER',2.64,1759.005571
'ASIAN HANDICAP',2.05,1955.590794
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',1.95,1978.627732
'MATCH ODDS',3.69,1712.721979
'MATCH ODDS',2.25,257.104679
'ASIAN HANDICAP',1.8,2536.645107
'OVER / UNDER',1.81,1768.924234
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',3.72,1712.721979
'MATCH ODDS',1.99,1769.94531
'ASIAN HANDICAP',1.92,1976.695226
'OVER / UNDER',2.1,1767.106148
'ASIAN HANDICAP',1.9,1976.883805
'ASIAN HANDICAP',1.97,1978.529539
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',2.67,435.247487
'ASIAN HANDICAP',2.32,883.178742
'MATCH ODDS',2.24,1753.610574
'MATCH ODDS',3.28,1715.260137
'MATCH ODDS',2.24,1753.610574
'MATCH ODDS',3.7,1737.704693
'MATCH ODDS',4.11,1712.721077
'ASIAN HANDICAP',1.94,2002.080581
'ASIAN HANDICAP',1.89,1953.996277
'ASIAN HANDICAP',2.6,1969.8545
'ASIAN HANDICAP',2.88,1931.197634
'MATCH ODDS',1.94,1772.940171
'OVER / UNDER',1.55,1736.960271
'OVER / UNDER',1.86,1793.442156
'MATCH ODDS',2.25,219.694724
'ASIAN HANDICAP',1.82,1998.410631
'OVER / UNDER',2.1,1696.856612
'MATCH ODDS',3.04,1192.693617
'MATCH ODDS',3.06,1192.693617
'ASIAN HANDICAP',2.01,1953.759189
'MATCH ODDS',3.25,1715.260137
'ASIAN HANDICAP',1.52,1973.304791
'MATCH ODDS',3.49,1312.985629
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.13,1715.279787
'MATCH ODDS',2.38,1726.332266
'ASIAN HANDICAP',1.8,1947.139853
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3.5,1715.13114
'ASIAN HANDICAP',1.98,1629.028057
'OVER / UNDER',4.33,1497.811551
'MATCH ODDS',1.68,1461.133865
'MATCH ODDS',1.95,1748.824162
'ASIAN HANDICAP',2.47,1953.230206
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',2.45,424.754817
'MATCH ODDS',2,297.471509
'ASIAN HANDICAP',1.81,512.681908
'ASIAN HANDICAP',2.19,1930.053768
'MATCH ODDS',3.18,219.694724
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',1.85,1770.619829
'ASIAN HANDICAP',1.85,2021.34796
'ASIAN HANDICAP',1.83,2485.99214
'MATCH ODDS',3.44,2041.164965
'MATCH ODDS',2.2,2041.164965
'MATCH ODDS',2.2,2041.164965
'MATCH ODDS',3.23,1715.279787
'ASIAN HANDICAP',1.92,1946.011181
'ASIAN HANDICAP',1.99,1984.044452
'MATCH ODDS',2.95,1192.693617
'MATCH ODDS',1.91,1310.175486
'OVER / UNDER',2.06,1556.093104
'ASIAN HANDICAP',1.98,1448.622988
'MATCH ODDS',3.42,1192.693617
'ASIAN HANDICAP',1.83,2000.940034
'MATCH ODDS',2.4,1751.695256
'MATCH ODDS',1.6,748.984773
'ASIAN HANDICAP',2.05,748.984773
'ASIAN HANDICAP',1.8,2078.622429
'OVER / UNDER',1.9,1794.804755
'MATCH ODDS',3.25,748.984773
'MATCH ODDS',3.3,748.984773
'ASIAN HANDICAP',1.86,1962.476911
'ASIAN HANDICAP',2.02,748.984773
'ASIAN HANDICAP',1.71,748.984773
'ASIAN HANDICAP',1.77,1936.580709
'OVER / UNDER',2,748.984773
'MATCH ODDS',3.43,748.984773
'MATCH ODDS',2.1,748.984773
'OVER / UNDER',1.45,1742.99262
'OVER / UNDER',2,748.984773
'ASIAN HANDICAP',1.84,748.984773
'ASIAN HANDICAP',2,748.984773
'MATCH ODDS',2.05,748.984773
'MATCH ODDS',3.3,748.984773
'MATCH ODDS',1.78,1770.643224
'OVER / UNDER',2.15,1786.726632
'MATCH ODDS',1.7,748.984773
'OVER / UNDER',2.06,748.984773
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',1.96,1958.592553
'ASIAN HANDICAP',1.8,1979.678222
'ASIAN HANDICAP',2.05,1985.18581
'ASIAN HANDICAP',1.88,1979.414584
'ASIAN HANDICAP',1.97,1988.859374
'MATCH ODDS',1.84,1770.624596
'MATCH ODDS',1.85,1770.619829
'MATCH ODDS',4.29,1737.241436
'MATCH ODDS',1.5,1729.534588
'MATCH ODDS',3,1740.391644
'OVER / UNDER',1.57,1739.044809
'OVER / UNDER',1.62,1761.049923
'MATCH ODDS',2.25,1728.146418
'ASIAN HANDICAP',1.8,1936.392794
'ASIAN HANDICAP',1.78,1936.580709
'ASIAN HANDICAP',1.91,1988.5325
'ASIAN HANDICAP',1.74,1936.278752
'OVER / UNDER',1.7,1767.418542
'MATCH ODDS',2.1,1155.181998
'MATCH ODDS',3.25,748.984773
'ASIAN HANDICAP',1.96,1209.806356
'ASIAN HANDICAP',1.86,1137.985376
'ASIAN HANDICAP',1.76,748.984773
'OVER / UNDER',4,748.984773
'MATCH ODDS',1.82,1770.783127
'MATCH ODDS',2,748.984773
'MATCH ODDS',3.26,748.984773
'OVER / UNDER',1.68,748.984773
'ASIAN HANDICAP',2,748.984773
'ASIAN HANDICAP',2.69,748.984773
'MATCH ODDS',2.72,748.984773
'ASIAN HANDICAP',1.85,748.984773
'ASIAN HANDICAP',1.98,2025.449242
'MATCH ODDS',2.1,748.984773
'ASIAN HANDICAP',1.94,748.984773
'ASIAN HANDICAP',1.88,1994.971435
'OVER / UNDER',2.1,1696.856612
'OVER / UNDER',2.15,1786.726632
'OVER / UNDER',4,1754.13003
'ASIAN HANDICAP',1.79,2014.921851
'ASIAN HANDICAP',1.85,1967.892506
'MATCH ODDS',1.83,1744.387475
'MATCH ODDS',3.1,1470.346806
'MATCH ODDS',2.14,1159.541531
'MATCH ODDS',3.41,1155.181998
'MATCH ODDS',2.01,1159.541531
'MATCH ODDS',1.85,1098.896498
'ASIAN HANDICAP',1.96,1958.592553
'MATCH ODDS',1.85,1098.896498
'MATCH ODDS',3.3,1155.181998
'ASIAN HANDICAP',1.91,1277.416434
'MATCH ODDS',1.82,1098.896498
'ASIAN HANDICAP',1.9,1085.215009
'ASIAN HANDICAP',1.9,1081.255947
'ASIAN HANDICAP',1.7,1085.215009
'OVER / UNDER',2.02,1260.554986
'MATCH ODDS',3.3,1155.181998
'ASIAN HANDICAP',1.96,1208.031579
'ASIAN HANDICAP',1.73,1081.255947
'OVER / UNDER',2.1,1260.554986
'ASIAN HANDICAP',2.38,1336.601035
'OVER / UNDER',1.8,1791.632695
'ASIAN HANDICAP',2.02,1207.512998
'MATCH ODDS',1.53,1098.896498
'OVER / UNDER',4.33,1260.554986
'OVER / UNDER',2.25,1249.182251
'ASIAN HANDICAP',1.83,1281.035978
'ASIAN HANDICAP',2,1307.385485
'ASIAN HANDICAP',1.68,1277.416434
'MATCH ODDS',3.25,1155.181998
'OVER / UNDER',2.06,1260.554986
'ASIAN HANDICAP',2.17,1153.076928
'ASIAN HANDICAP',2,1984.044452
'OVER / UNDER',1.79,1768.690222
'MATCH ODDS',1.91,1774.286217
'OVER / UNDER',1.72,1766.707978
'ASIAN HANDICAP',2.16,1991.752611
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.43,1751.695256
'MATCH ODDS',2.05,1745.093406
'OVER / UNDER',1.75,1768.601723
'MATCH ODDS',2.05,219.694724
'MATCH ODDS',1.65,1763.694791
'OVER / UNDER',2.85,1757.3888
'ASIAN HANDICAP',1.96,2423.383247
'ASIAN HANDICAP',1.93,2423.383247
'ASIAN HANDICAP',1.85,1994.597224
'MATCH ODDS',3.1,1715.279787
'ASIAN HANDICAP',2.04,1984.038524
'ASIAN HANDICAP',1.95,1947.943688
'ASIAN HANDICAP',1.85,1979.668917
'ASIAN HANDICAP',2.05,1985.18581
'OVER / UNDER',1.84,1771.695382
'ASIAN HANDICAP',2.05,2076.646337
'MATCH ODDS',1.71,1765.861844
'OVER / UNDER',1.67,1768.195122
'MATCH ODDS',2.3,1726.184849
'MATCH ODDS',4.59,1712.705652
'ASIAN HANDICAP',2.09,2003.824083
'OVER / UNDER',1.96,1795.754772
'MATCH ODDS',2.09,1769.152743
'MATCH ODDS',2.11,1768.324738
'ASIAN HANDICAP',1.9,2005.544998
'MATCH ODDS',2,1252.172191
'ASIAN HANDICAP',1.97,1448.622988
'MATCH ODDS',3.3,1738.538178
'ASIAN HANDICAP',1.98,1985.740254
'ASIAN HANDICAP',2.11,1983.050444
'MATCH ODDS',3.1,1192.693617
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',3.3,1715.260137
'ASIAN HANDICAP',1.82,1992.595293
'OVER / UNDER',1.45,1742.99262
'MATCH ODDS',3.31,1715.260137
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.35,1715.260137
'OVER / UNDER',2.19,1776.576847
'ASIAN HANDICAP',2.1,1983.496095
'MATCH ODDS',1.5,219.694724
'MATCH ODDS',2,1743.624389
'ASIAN HANDICAP',2.01,2064.151369
'ASIAN HANDICAP',1.98,1998.32801
'ASIAN HANDICAP',2.12,1958.555322
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',1.85,1768.975491
'ASIAN HANDICAP',1.86,1936.70742
'MATCH ODDS',1.79,1770.439308
'MATCH ODDS',1.91,1774.286217
'OVER / UNDER',1.89,1794.543475
'OVER / UNDER',1.98,447.48341
'ASIAN HANDICAP',2.1,875.05249
'MATCH ODDS',2.15,1766.00466
'MATCH ODDS',3.48,2041.164965
'ASIAN HANDICAP',1.88,2452.211804
'MATCH ODDS',3.54,1514.987626
'MATCH ODDS',3.93,2041.164965
'MATCH ODDS',2.38,1751.695256
'MATCH ODDS',3.47,2041.164965
'MATCH ODDS',2,1769.94531
'OVER / UNDER',1.8,1791.859882
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',2,2022.598273
'ASIAN HANDICAP',1.86,435.247487
'ASIAN HANDICAP',2.02,435.247487
'ASIAN HANDICAP',2.05,431.624188
'MATCH ODDS',1.82,1770.783127
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',3.45,1715.13114
'MATCH ODDS',2.12,1769.863797
'MATCH ODDS',3.29,297.471509
'ASIAN HANDICAP',2.06,1955.190679
'MATCH ODDS',2.16,1765.190018
'MATCH ODDS',2.34,1753.098188
'MATCH ODDS',2.13,1767.653357
'OVER / UNDER',1.36,1717.935329
'ASIAN HANDICAP',1.92,1572.060869
'MATCH ODDS',3.6,1715.13114
'ASIAN HANDICAP',1.99,2074.617727
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.31,1715.260137
'MATCH ODDS',1.8,1769.143328
'OVER / UNDER',1.6,1495.323285
'MATCH ODDS',2.4,1312.985629
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.46,424.754817
'OVER / UNDER',1.8,447.48341
'OVER / UNDER',1.88,447.48341
'MATCH ODDS',3,1192.693617
'MATCH ODDS',3,1192.693617
'MATCH ODDS',3.36,1715.260137
'ASIAN HANDICAP',2.09,2062.696608
'MATCH ODDS',3,1740.391644
'MATCH ODDS',2.25,1728.146418
'MATCH ODDS',3,1715.427547
'MATCH ODDS',3.05,1715.281486
'MATCH ODDS',3.2,1192.693617
'ASIAN HANDICAP',2.2,1288.325052
'MATCH ODDS',3.27,1715.260137
'MATCH ODDS',3.6,1715.13114
'MATCH ODDS',1.95,1442.585046
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2.95,1715.400731
'MATCH ODDS',2,1442.585046
'ASIAN HANDICAP',1.88,1109.955646
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',2.87,1338.856639
'MATCH ODDS',3.71,1338.856639
'OVER / UNDER',1.5,1736.552112
'MATCH ODDS',3.25,257.104679
'MATCH ODDS',1.53,1728.780999
'MATCH ODDS',2.05,219.694724
'MATCH ODDS',3.2,219.694724
'MATCH ODDS',2.1,1744.022408
'MATCH ODDS',3.37,1715.260137
'ASIAN HANDICAP',2.01,1996.632208
'ASIAN HANDICAP',1.87,1937.093019
'ASIAN HANDICAP',6.4,2004.58597
'MATCH ODDS',1.95,1748.824162
'MATCH ODDS',2.3,257.104679
'MATCH ODDS',1.85,1770.619829
'MATCH ODDS',3.33,1715.260137
'MATCH ODDS',2.32,1751.45385
'MATCH ODDS',3.35,1715.260137
'MATCH ODDS',3.61,1715.13114
'MATCH ODDS',2.31,1751.45385
'ASIAN HANDICAP',1.88,1963.43125
'MATCH ODDS',3.52,1715.13114
'MATCH ODDS',4.33,219.694724
'MATCH ODDS',2.5,1751.668664
'OVER / UNDER',2.12,1766.24731
'MATCH ODDS',4.38,1737.233046
'OVER / UNDER',1.9,1794.382289
'MATCH ODDS',3.1,219.694724
'ASIAN HANDICAP',2.1,1983.496095
'ASIAN HANDICAP',1.9,431.624188
'MATCH ODDS',3,1715.427547
'MATCH ODDS',1.45,2022.598273
'MATCH ODDS',3.89,1712.721979
'ASIAN HANDICAP',1.92,2536.645107
'MATCH ODDS',3.42,1715.260137
'ASIAN HANDICAP',1.9,1946.199761
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',2.62,1740.824578
'MATCH ODDS',3.86,1712.721979
'MATCH ODDS',1.98,1771.378116
'OVER / UNDER',1.83,1807.426675
'ASIAN HANDICAP',2.09,1954.798217
'ASIAN HANDICAP',1.98,1998.32801
'MATCH ODDS',3.48,1738.409181
'ASIAN HANDICAP',3.67,207.67219
'MATCH ODDS',3.34,219.694724
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.33,219.694724
'ASIAN HANDICAP',1.7,2012.893705
'ASIAN HANDICAP',1.85,2022.899181
'MATCH ODDS',6,1735.628795
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',2.09,1997.819894
'MATCH ODDS',3.12,1715.279787
'MATCH ODDS',2.88,1715.400731
'MATCH ODDS',3,1192.693617
'MATCH ODDS',2.95,1715.400731
'MATCH ODDS',3,1192.693617
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',3.21,1715.279787
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.2,1715.279787
'OVER / UNDER',1.78,1768.601723
'OVER / UNDER',2.05,1751.538448
'OVER / UNDER',1.96,1794.682007
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.17,1192.693617
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.32,1715.260137
'MATCH ODDS',3.2,1715.279787
'OVER / UNDER',3.4,1497.811551
'OVER / UNDER',1.48,1741.184482
'ASIAN HANDICAP',1.9,2001.168885
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2.85,1338.856639
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',2.8,1338.856639
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.4,1715.260137
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.1,423.464498
'MATCH ODDS',3.2,423.464498
'MATCH ODDS',3.2,423.464498
'MATCH ODDS',3.4,423.464498
'MATCH ODDS',3.25,1715.260137
'MATCH ODDS',2.5,877.268966
'MATCH ODDS',3.3,883.597984
'MATCH ODDS',3.2,423.464498
'MATCH ODDS',3.3,297.471509
'MATCH ODDS',3.4,2041.164965
'MATCH ODDS',3.29,1715.260137
'MATCH ODDS',2.1,1770.462993
'MATCH ODDS',2.05,1771.500188
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',5.59,1735.641372
'MATCH ODDS',3.15,1715.279787
'MATCH ODDS',1.33,1662.658023
'ASIAN HANDICAP',2.16,2017.452874
'MATCH ODDS',3.34,1715.260137
'MATCH ODDS',3.2,1715.279787
'OVER / UNDER',2.5,1136.240633
'MATCH ODDS',1.75,1398.082164
'OVER / UNDER',1.4,1726.161595
'MATCH ODDS',1.05,1541.001356
'ASIAN HANDICAP',2.19,1940.77092
'ASIAN HANDICAP',2,1953.759189
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',3.39,748.984773
'ASIAN HANDICAP',1.93,748.984773
'MATCH ODDS',3.39,748.984773
'OVER / UNDER',1.8,1768.928773
'MATCH ODDS',3.25,748.984773
'MATCH ODDS',3.3,1715.260137
'OVER / UNDER',1.36,1717.935329
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',1.93,748.984773
'OVER / UNDER',1.81,748.984773
'MATCH ODDS',1.83,748.984773
'MATCH ODDS',3.5,1715.13114
'MATCH ODDS',4.2,1712.714041
'MATCH ODDS',3.2,1740.243885
'OVER / UNDER',1.86,1783.331687
'ASIAN HANDICAP',1.98,2003.668709
'MATCH ODDS',2.1,1744.022408
