@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-2

@attribute Tipster {'Jorge Aragundy','Anton Ebdon','Daniel Larsen','Simeone Tassini','Chris Tomas','Christopher Silenos','Jeremy Price','Gabriel Elias','Jason Mills','Darijo Belic','Eduardo Borrero','Silvio Bonatti','Robert Volkan','Achille Piecheur','Ivan Kacic','Amar Sidran','Radek Kovar','Neil Baxter','Burke Ziobro','Sony Luiz','Hubert Tisci',Bettingspaintips,'Charlie Bryson','Eli Pickard','Rosario Barone',Knipser,'Aurelien Delon','Francesco Alinari','Frankie Geary','Owen Garth','Blake Foss','Rufus Rasco'}
@attribute TypeOfBet {'MATCH ODDS','OVER / UNDER','ASIAN HANDICAP'}
@attribute Odds numeric
@attribute Liquidity numeric
@attribute Take numeric

@data
'Christopher Silenos','MATCH ODDS',2.08,1801.404579,60
'Christopher Silenos','MATCH ODDS',2.44,1802.095283,60
'Christopher Silenos','MATCH ODDS',1.88,1801.516283,60
'Daniel Larsen','OVER / UNDER',3.05,1767.962538,80
'Eduardo Borrero','ASIAN HANDICAP',2.98,2005.505838,80
'Jorge Aragundy','ASIAN HANDICAP',2.73,1929.371535,60
'Christopher Silenos','OVER / UNDER',3.13,422.883891,60
'Anton Ebdon','MATCH ODDS',1.83,1770.783127,80
'Jeremy Price','ASIAN HANDICAP',4.35,1914.386803,100
'Anton Ebdon','OVER / UNDER',3.25,1751.833228,80
'Jeremy Price','ASIAN HANDICAP',2.83,1952.979005,100
'Jeremy Price','ASIAN HANDICAP',3.12,1953.921491,100
'Jorge Aragundy','OVER / UNDER',2.82,1783.442384,40
'Anton Ebdon','ASIAN HANDICAP',2.87,1992.630884,80
'Anton Ebdon','ASIAN HANDICAP',2.99,1942.997099,80
'Daniel Larsen','ASIAN HANDICAP',2.95,2002.710353,80
'Anton Ebdon','ASIAN HANDICAP',2.72,1962.159681,70
'Anton Ebdon','MATCH ODDS',2.05,1769.85585,90
'Eduardo Borrero','MATCH ODDS',2.05,1769.85585,80
'Gabriel Elias','ASIAN HANDICAP',3.11,1943.26468,20
'Gabriel Elias','ASIAN HANDICAP',2.95,2069.715486,20
'Anton Ebdon','OVER / UNDER',3.12,1766.540211,60
'Anton Ebdon','MATCH ODDS',2.11,1769.969076,70
'Anton Ebdon','ASIAN HANDICAP',3.13,1956.35042,50
'Gabriel Elias','ASIAN HANDICAP',3.22,1943.472253,20
'Gabriel Elias','ASIAN HANDICAP',3.28,1927.636174,20
'Simeone Tassini','ASIAN HANDICAP',2.82,1979.673683,80
'Anton Ebdon','MATCH ODDS',1.85,1768.975491,70
'Jeremy Price','ASIAN HANDICAP',2.92,1988.365025,100
'Anton Ebdon','MATCH ODDS',2.36,1753.057884,70
'Anton Ebdon','ASIAN HANDICAP',3.38,1957.480949,100
'Eduardo Borrero','OVER / UNDER',3.17,1761.663123,80
'Darijo Belic','MATCH ODDS',1.85,1768.975491,60
'Anton Ebdon','ASIAN HANDICAP',3.01,1942.997099,80
'Anton Ebdon','MATCH ODDS',2.29,1754.075959,80
'Darijo Belic','ASIAN HANDICAP',2.83,2082.196843,80
'Gabriel Elias','ASIAN HANDICAP',3.09,1944.036127,20
'Gabriel Elias','ASIAN HANDICAP',3.27,1986.104513,20
'Daniel Larsen','ASIAN HANDICAP',3.03,2071.611199,80
'Jeremy Price','ASIAN HANDICAP',2.84,2059.890914,100
'Chris Tomas','ASIAN HANDICAP',2.89,1593.703026,100
'Anton Ebdon','MATCH ODDS',2.58,1743.971701,60
'Daniel Larsen','ASIAN HANDICAP',2.81,2427.385526,80
'Darijo Belic','ASIAN HANDICAP',2.75,2055.892753,80
'Daniel Larsen','ASIAN HANDICAP',3,1582.242041,80
'Jeremy Price','ASIAN HANDICAP',2.98,1959.878947,100
'Anton Ebdon','ASIAN HANDICAP',3.38,1965.100584,60
'Anton Ebdon','OVER / UNDER',2.88,1772.232992,60
'Eduardo Borrero','ASIAN HANDICAP',2.93,1970.613759,80
'Eduardo Borrero','OVER / UNDER',2.92,1771.797239,80
'Gabriel Elias','MATCH ODDS',2.31,1751.45385,20
'Anton Ebdon','MATCH ODDS',2.12,1768.219458,60
'Anton Ebdon','MATCH ODDS',2.12,1769.863797,80
'Jeremy Price','ASIAN HANDICAP',2.86,1947.454479,100
'Simeone Tassini','ASIAN HANDICAP',2.84,1994.60199,100
'Anton Ebdon','OVER / UNDER',2.72,1766.707978,60
'Eduardo Borrero','MATCH ODDS',1.81,1770.783127,80
'Anton Ebdon','MATCH ODDS',2.54,1742.268654,80
'Anton Ebdon','OVER / UNDER',3.13,1764.319968,80
'Daniel Larsen','ASIAN HANDICAP',2.93,918.21491,80
'Chris Tomas','ASIAN HANDICAP',2.94,1591.230247,100
'Chris Tomas','MATCH ODDS',1.89,2017.209943,100
'Eduardo Borrero','ASIAN HANDICAP',2.97,2030.241944,80
'Simeone Tassini','MATCH ODDS',1.84,1770.624596,80
'Anton Ebdon','ASIAN HANDICAP',2.95,2076.485429,70
'Anton Ebdon','ASIAN HANDICAP',3.31,1339.45692,70
'Anton Ebdon','ASIAN HANDICAP',3.03,1973.690246,80
'Anton Ebdon','OVER / UNDER',3.08,1767.757253,80
'Chris Tomas','ASIAN HANDICAP',2.96,1958.592553,100
'Gabriel Elias','ASIAN HANDICAP',2.88,1953.996277,20
'Gabriel Elias','ASIAN HANDICAP',2.7,1928.567394,20
'Gabriel Elias','ASIAN HANDICAP',2.84,2043.48688,20
'Jeremy Price','ASIAN HANDICAP',2.98,2068.732317,100
'Chris Tomas','MATCH ODDS',2.11,1802.095283,100
'Anton Ebdon','ASIAN HANDICAP',3.36,1926.55546,70
'Jeremy Price','ASIAN HANDICAP',3.1,1943.702039,100
'Darijo Belic','MATCH ODDS',1.73,1765.4908,70
'Jeremy Price','ASIAN HANDICAP',2.94,2029.710691,100
'Anton Ebdon','MATCH ODDS',3.6,1715.13114,60
'Darijo Belic','ASIAN HANDICAP',3.03,2063.454589,80
'Anton Ebdon','ASIAN HANDICAP',3.17,1953.71038,70
'Anton Ebdon','ASIAN HANDICAP',2.85,1962.409212,60
'Anton Ebdon','ASIAN HANDICAP',3.16,1148.999354,60
'Anton Ebdon','OVER / UNDER',2.73,1766.707978,100
'Anton Ebdon','ASIAN HANDICAP',3.06,1997.373451,80
'Gabriel Elias','ASIAN HANDICAP',2.74,1968.042285,20
'Jason Mills','MATCH ODDS',1.93,219.694724,60
'Christopher Silenos','OVER / UNDER',2.98,429.760849,60
'Simeone Tassini','MATCH ODDS',1.99,1769.94531,80
'Anton Ebdon','ASIAN HANDICAP',2.88,2000.975625,80
'Christopher Silenos','MATCH ODDS',3.38,1825.408744,60
'Gabriel Elias','ASIAN HANDICAP',2.95,1985.489051,20
'Gabriel Elias','ASIAN HANDICAP',2.79,1976.035356,20
'Anton Ebdon','MATCH ODDS',2.1,210.02033,50
'Anton Ebdon','OVER / UNDER',3.27,210.02033,60
'Anton Ebdon','OVER / UNDER',3.11,210.02033,60
'Anton Ebdon','OVER / UNDER',3.21,241.763191,70
'Chris Tomas','ASIAN HANDICAP',2.99,2023.75344,100
'Eduardo Borrero','ASIAN HANDICAP',2.98,2025.449242,80
'Jason Mills','MATCH ODDS',3.32,219.694724,60
'Jason Mills','MATCH ODDS',1.6,219.694724,60
'Jason Mills','MATCH ODDS',3.42,219.694724,60
'Darijo Belic','MATCH ODDS',1.83,1770.783127,60
'Chris Tomas','ASIAN HANDICAP',3.22,1952.87732,100
'Chris Tomas','ASIAN HANDICAP',2.83,2126.726301,100
'Jason Mills','MATCH ODDS',1.83,219.694724,60
'Anton Ebdon','OVER / UNDER',2.94,1772.136903,60
'Anton Ebdon','ASIAN HANDICAP',3.23,1958.480034,60
'Eduardo Borrero','ASIAN HANDICAP',3.21,1958.175243,80
'Simeone Tassini','ASIAN HANDICAP',3.07,2061.79242,100
'Anton Ebdon','ASIAN HANDICAP',2.84,2022.903948,80
'Jorge Aragundy','ASIAN HANDICAP',3.26,1927.636174,40
'Anton Ebdon','MATCH ODDS',2.1,1768.818655,80
'Jorge Aragundy','ASIAN HANDICAP',2.99,2075.258388,40
'Anton Ebdon','OVER / UNDER',3,1766.786719,80
'Darijo Belic','ASIAN HANDICAP',3.03,1380.181292,70
'Anton Ebdon','MATCH ODDS',2.67,1742.528098,80
'Chris Tomas','ASIAN HANDICAP',2.99,207.67219,100
'Anton Ebdon','MATCH ODDS',1.77,1768.998886,80
'Simeone Tassini','ASIAN HANDICAP',2.88,2000.975625,100
'Anton Ebdon','OVER / UNDER',3.09,1767.440236,80
'Anton Ebdon','OVER / UNDER',3.17,210.02033,80
'Anton Ebdon','ASIAN HANDICAP',3,1958.164703,80
'Christopher Silenos','MATCH ODDS',2.65,1800.310157,60
'Daniel Larsen','ASIAN HANDICAP',3.02,924.944113,80
'Darijo Belic','ASIAN HANDICAP',2.8,2074.792677,100
'Jason Mills','MATCH ODDS',2.05,219.694724,60
'Jeremy Price','ASIAN HANDICAP',3.16,2017.452874,100
'Darijo Belic','ASIAN HANDICAP',2.88,2082.219047,80
'Simeone Tassini','OVER / UNDER',3.03,1749.775774,80
'Chris Tomas','ASIAN HANDICAP',2.88,1572.060869,100
'Anton Ebdon','OVER / UNDER',2.87,1772.232992,80
'Chris Tomas','ASIAN HANDICAP',3.19,1930.053768,100
'Daniel Larsen','ASIAN HANDICAP',2.86,1947.454479,80
'Christopher Silenos','ASIAN HANDICAP',2.94,443.474477,60
'Anton Ebdon','OVER / UNDER',3.4,1748.375128,80
'Anton Ebdon','OVER / UNDER',3.71,1735.933288,80
'Jeremy Price','ASIAN HANDICAP',2.97,2001.44713,100
'Jorge Aragundy','ASIAN HANDICAP',2.78,1451.624936,60
'Anton Ebdon','MATCH ODDS',1.81,1770.783127,80
'Anton Ebdon','ASIAN HANDICAP',3.65,1916.67205,80
'Darijo Belic','MATCH ODDS',2.5,1751.668664,60
'Darijo Belic','MATCH ODDS',1.75,1770.643224,80
'Anton Ebdon','OVER / UNDER',3.21,1751.633162,80
'Chris Tomas','ASIAN HANDICAP',3.4,1595.166199,100
'Daniel Larsen','ASIAN HANDICAP',2.99,2024.793038,80
'Anton Ebdon','MATCH ODDS',2.52,1746.897083,80
'Anton Ebdon','MATCH ODDS',3.4,219.694724,80
'Anton Ebdon','OVER / UNDER',3.28,1750.687461,80
'Jason Mills','MATCH ODDS',2.15,219.694724,60
'Simeone Tassini','ASIAN HANDICAP',2.86,1962.476911,60
'Anton Ebdon','MATCH ODDS',1.95,1398.082164,80
'Anton Ebdon','ASIAN HANDICAP',2.94,1370.798093,80
'Darijo Belic','MATCH ODDS',2.75,1740.433199,40
'Gabriel Elias','ASIAN HANDICAP',2.76,748.984773,20
'Anton Ebdon','OVER / UNDER',3.21,210.02033,100
'Anton Ebdon','OVER / UNDER',2.75,210.02033,60
'Anton Ebdon','MATCH ODDS',2.51,748.984773,80
'Anton Ebdon','ASIAN HANDICAP',2.97,748.984773,80
'Anton Ebdon','ASIAN HANDICAP',3.3,2029.842257,80
'Anton Ebdon','OVER / UNDER',2.84,1771.695382,60
'Jeremy Price','ASIAN HANDICAP',3.03,1953.753261,100
'Anton Ebdon','MATCH ODDS',1.72,748.984773,100
'Anton Ebdon','MATCH ODDS',3.3,748.984773,60
'Anton Ebdon','OVER / UNDER',3.19,748.984773,80
'Chris Tomas','ASIAN HANDICAP',3,748.984773,100
'Anton Ebdon','ASIAN HANDICAP',3.83,1944.318378,80
'Anton Ebdon','ASIAN HANDICAP',3.32,2055.947169,80
'Anton Ebdon','MATCH ODDS',2.19,1159.541531,80
'Anton Ebdon','MATCH ODDS',3.06,1162.117321,80
'Chris Tomas','ASIAN HANDICAP',3.1,1307.904067,100
'Chris Tomas','ASIAN HANDICAP',3.07,1153.076928,100
'Darijo Belic','ASIAN HANDICAP',2.85,1229.547506,60
'Eduardo Borrero','MATCH ODDS',1.95,1162.117321,80
'Simeone Tassini','ASIAN HANDICAP',2.83,1230.066088,60
'Daniel Larsen','ASIAN HANDICAP',3.07,1157.035989,80
'Jeremy Price','ASIAN HANDICAP',3.1,1943.702039,100
'Darijo Belic','ASIAN HANDICAP',2.8,1992.599832,60
'Anton Ebdon','ASIAN HANDICAP',3.32,1964.715289,80
'Daniel Larsen','ASIAN HANDICAP',2.87,2023.113169,80
'Daniel Larsen','ASIAN HANDICAP',2.98,2025.449242,80
'Gabriel Elias','ASIAN HANDICAP',2.82,2072.81977,20
'Gabriel Elias','ASIAN HANDICAP',2.77,1947.327768,20
'Chris Tomas','ASIAN HANDICAP',2.92,2428.609079,100
'Anton Ebdon','MATCH ODDS',2.16,1763.54568,80
'Anton Ebdon','ASIAN HANDICAP',3.18,1946.123798,80
'Gabriel Elias','ASIAN HANDICAP',2.88,1947.780274,20
'Anton Ebdon','MATCH ODDS',2.32,210.02033,80
'Eduardo Borrero','MATCH ODDS',2.1,1770.462993,80
'Anton Ebdon','ASIAN HANDICAP',3.6,1916.673203,80
'Anton Ebdon','MATCH ODDS',3.48,1312.985629,80
'Anton Ebdon','ASIAN HANDICAP',3.63,1946.454759,80
'Anton Ebdon','MATCH ODDS',3.32,1715.260137,80
'Darijo Belic','MATCH ODDS',1.85,1770.619829,60
'Anton Ebdon','ASIAN HANDICAP',3.25,210.02033,80
'Simeone Tassini','OVER / UNDER',2.97,1755.235967,60
'Anton Ebdon','MATCH ODDS',3.69,1712.721979,80
'Anton Ebdon','OVER / UNDER',3.36,1748.184231,80
'Anton Ebdon','MATCH ODDS',3.2,219.694724,80
'Anton Ebdon','MATCH ODDS',2.64,210.02033,80
'Jason Mills','MATCH ODDS',1.93,219.694724,60
'Jason Mills','MATCH ODDS',3.23,219.694724,60
'Jason Mills','MATCH ODDS',1.75,219.694724,60
'Jason Mills','MATCH ODDS',2.2,219.694724,60
'Jeremy Price','ASIAN HANDICAP',2.99,210.02033,100
'Chris Tomas','ASIAN HANDICAP',2.96,1603.816156,100
'Chris Tomas','ASIAN HANDICAP',2.95,2192.254704,100
'Eduardo Borrero','OVER / UNDER',2.79,1791.514011,80
'Simeone Tassini','ASIAN HANDICAP',2.91,1988.5325,80
'Anton Ebdon','MATCH ODDS',3.37,1715.260137,80
'Anton Ebdon','MATCH ODDS',1.88,1771.073127,80
'Anton Ebdon','MATCH ODDS',2.95,447.243043,80
'Eduardo Borrero','ASIAN HANDICAP',2.74,2056.015179,80
'Anton Ebdon','OVER / UNDER',3.36,1748.184231,80
'Eduardo Borrero','OVER / UNDER',2.76,1783.244657,100
'Anton Ebdon','MATCH ODDS',3.36,1715.260137,80
'Anton Ebdon','MATCH ODDS',1.95,1774.987331,80
'Jeremy Price','ASIAN HANDICAP',3.17,1948.708788,100
'Anton Ebdon','ASIAN HANDICAP',3.26,2045.885093,80
'Anton Ebdon','MATCH ODDS',2.02,1769.93348,80
'Eduardo Borrero','ASIAN HANDICAP',2.66,2043.059165,100
'Jason Mills','MATCH ODDS',4.3,219.694724,60
'Gabriel Elias','ASIAN HANDICAP',2.85,1979.668917,20
'Gabriel Elias','MATCH ODDS',1.74,1770.712201,20
'Darijo Belic','ASIAN HANDICAP',2.98,1944.711342,60
'Jeremy Price','ASIAN HANDICAP',2.91,1970.781235,100
'Jason Mills','MATCH ODDS',2.33,219.694724,60
'Jason Mills','MATCH ODDS',1.7,219.694724,60
'Chris Tomas','MATCH ODDS',2,1768.300972,100
'Jeremy Price','ASIAN HANDICAP',3,1973.696175,100
'Chris Tomas','ASIAN HANDICAP',2.94,1572.538472,100
'Daniel Larsen','ASIAN HANDICAP',2.83,1998.410631,80
'Eduardo Borrero','ASIAN HANDICAP',2.9,1961.367365,80
'Jeremy Price','ASIAN HANDICAP',3.23,1986.294235,100
'Jason Mills','MATCH ODDS',1.96,219.694724,60
'Darijo Belic','MATCH ODDS',1.91,1774.286217,60
'Daniel Larsen','ASIAN HANDICAP',3.04,1996.626279,80
'Jorge Aragundy','ASIAN HANDICAP',2.9,1956.94682,60
'Darijo Belic','MATCH ODDS',2.5,1753.373338,40
'Eduardo Borrero','ASIAN HANDICAP',2.95,2083.675045,80
'Jeremy Price','ASIAN HANDICAP',3.01,2001.954465,100
'Jeremy Price','ASIAN HANDICAP',2.93,1451.624936,100
'Chris Tomas','ASIAN HANDICAP',2.9,1593.703026,100
'Simeone Tassini','ASIAN HANDICAP',2.88,1947.780274,80
'Darijo Belic','ASIAN HANDICAP',2.85,2083.136285,50
'Chris Tomas','ASIAN HANDICAP',2.92,1617.839759,100
'Jeremy Price','ASIAN HANDICAP',3,2064.151369,100
'Jeremy Price','ASIAN HANDICAP',2.81,2062.582957,100
'Anton Ebdon','MATCH ODDS',2.12,1769.863797,80
'Anton Ebdon','ASIAN HANDICAP',3.09,1959.432047,80
'Jeremy Price','ASIAN HANDICAP',2.97,2030.241944,100
'Anton Ebdon','MATCH ODDS',3.3,1715.260137,80
'Anton Ebdon','MATCH ODDS',1.93,1774.118741,80
'Chris Tomas','ASIAN HANDICAP',2.95,2029.300084,100
'Darijo Belic','ASIAN HANDICAP',2.97,2029.202346,60
'Simeone Tassini','MATCH ODDS',2,1769.94531,70
'Darijo Belic','ASIAN HANDICAP',2.81,1947.391547,60
'Anton Ebdon','MATCH ODDS',2.14,1767.648998,80
'Anton Ebdon','MATCH ODDS',3.71,1712.721979,80
'Darijo Belic','MATCH ODDS',1.83,1770.783127,70
'Chris Tomas','ASIAN HANDICAP',3.09,2060.918135,70
'Chris Tomas','ASIAN HANDICAP',2.98,1999.501648,100
'Daniel Larsen','ASIAN HANDICAP',2.96,1947.830462,80
'Eduardo Borrero','ASIAN HANDICAP',2.9,2069.164899,80
'Simeone Tassini','ASIAN HANDICAP',3.08,1969.042866,60
'Chris Tomas','ASIAN HANDICAP',2.79,1995.262825,100
'Daniel Larsen','ASIAN HANDICAP',2.92,2069.132333,80
'Anton Ebdon','MATCH ODDS',2.27,1753.536152,20
'Chris Tomas','MATCH ODDS',2.15,1766.00466,100
'Darijo Belic','ASIAN HANDICAP',2.91,2002.293894,40
'Anton Ebdon','MATCH ODDS',2.68,1280.600295,100
'Anton Ebdon','ASIAN HANDICAP',3.8,1944.320576,100
'Anton Ebdon','MATCH ODDS',2.28,1753.148476,100
'Jorge Aragundy','ASIAN HANDICAP',2.93,1451.624936,50
'Jorge Aragundy','ASIAN HANDICAP',2.81,2000.940034,70
'Daniel Larsen','ASIAN HANDICAP',2.84,2059.890914,80
'Chris Tomas','ASIAN HANDICAP',2.79,2055.820514,100
'Anton Ebdon','ASIAN HANDICAP',3.11,1954.02677,80
'Anton Ebdon','MATCH ODDS',1.91,1774.286217,100
'Anton Ebdon','MATCH ODDS',2.37,1753.360257,100
'Jeremy Price','ASIAN HANDICAP',5.33,1910.494745,100
'Jeremy Price','ASIAN HANDICAP',2.93,1956.75824,100
'Chris Tomas','ASIAN HANDICAP',2.89,2021.561947,70
'Darijo Belic','ASIAN HANDICAP',2.99,2023.75344,60
'Anton Ebdon','ASIAN HANDICAP',3.16,1937.946698,80
'Anton Ebdon','ASIAN HANDICAP',3.08,1969.042866,80
'Chris Tomas','ASIAN HANDICAP',3.05,2062.595085,100
'Anton Ebdon','MATCH ODDS',2.13,1338.856639,60
'Anton Ebdon','MATCH ODDS',3.13,1715.279787,80
'Darijo Belic','MATCH ODDS',1.83,1769.138789,60
'Anton Ebdon','MATCH ODDS',1.85,1442.585046,80
'Anton Ebdon','MATCH ODDS',2.22,1340.078869,80
'Anton Ebdon','ASIAN HANDICAP',3.33,1121.751523,80
'Simeone Tassini','ASIAN HANDICAP',2.82,1979.673683,80
'Simeone Tassini','ASIAN HANDICAP',2.89,1979.414584,80
'Anton Ebdon','MATCH ODDS',3.37,1715.260137,80
'Chris Tomas','ASIAN HANDICAP',3.11,2022.296897,100
'Anton Ebdon','OVER / UNDER',3.15,1786.304252,80
'Chris Tomas','ASIAN HANDICAP',2.98,2077.356266,60
'Anton Ebdon','ASIAN HANDICAP',3,1973.696175,80
'Anton Ebdon','MATCH ODDS',2.4,1340.078869,80
'Darijo Belic','ASIAN HANDICAP',2.99,1996.632208,60
'Anton Ebdon','MATCH ODDS',2.88,1715.400731,80
'Darijo Belic','ASIAN HANDICAP',2.92,2029.756529,60
'Jeremy Price','ASIAN HANDICAP',2.99,2064.151369,100
'Simeone Tassini','ASIAN HANDICAP',2.81,1979.673683,80
'Anton Ebdon','ASIAN HANDICAP',3.01,2047.05958,80
'Anton Ebdon','OVER / UNDER',3.28,1750.687461,100
'Chris Tomas','ASIAN HANDICAP',2.9,2028.933036,100
'Darijo Belic','ASIAN HANDICAP',2.88,2021.561947,60
'Anton Ebdon','MATCH ODDS',2.9,1715.400731,60
'Anton Ebdon','MATCH ODDS',2.04,1769.58504,80
'Daniel Larsen','OVER / UNDER',3,416.984432,80
'Anton Ebdon','ASIAN HANDICAP',3.08,1974.896017,80
'Anton Ebdon','OVER / UNDER',3.15,1764.31561,100
'Chris Tomas','ASIAN HANDICAP',2.83,2078.61789,100
'Jeremy Price','ASIAN HANDICAP',2.82,1979.673683,100
'Anton Ebdon','ASIAN HANDICAP',3.62,1946.454759,100
'Anton Ebdon','OVER / UNDER',3.18,1754.369455,100
'Anton Ebdon','MATCH ODDS',2.25,1755.253761,100
'Darijo Belic','ASIAN HANDICAP',3.01,2075.660465,60
'Daniel Larsen','ASIAN HANDICAP',3.06,415.992998,80
'Darijo Belic','ASIAN HANDICAP',2.91,2029.924004,60
'Chris Tomas','ASIAN HANDICAP',2.8,2023.082117,100
'Daniel Larsen','ASIAN HANDICAP',2.85,2022.899181,80
'Gabriel Elias','ASIAN HANDICAP',3.29,1943.61511,20
'Chris Tomas','ASIAN HANDICAP',2.88,2022.484624,100
'Eduardo Borrero','ASIAN HANDICAP',2.72,1962.159681,100
'Anton Ebdon','MATCH ODDS',3.45,1715.13114,40
'Darijo Belic','ASIAN HANDICAP',2.93,2000.95278,60
'Gabriel Elias','ASIAN HANDICAP',2.71,1946.301641,20
'Anton Ebdon','MATCH ODDS',3.4,210.02033,100
'Jeremy Price','ASIAN HANDICAP',3.09,210.02033,100
'Christopher Silenos','OVER / UNDER',3.06,422.883891,60
'Simeone Tassini','ASIAN HANDICAP',2.86,1953.041938,60
'Simeone Tassini','ASIAN HANDICAP',2.72,1946.301641,80
'Gabriel Elias','ASIAN HANDICAP',2.9,2048.333435,20
'Anton Ebdon','MATCH ODDS',3.3,210.02033,60
'Anton Ebdon','MATCH ODDS',2.5,210.02033,80
'Anton Ebdon','MATCH ODDS',2.8,1738.690395,100
'Chris Tomas','ASIAN HANDICAP',2.9,2452.211804,100
'Daniel Larsen','ASIAN HANDICAP',2.9,2452.211804,80
'Eduardo Borrero','ASIAN HANDICAP',3.1,2063.643815,80
'Jason Mills','MATCH ODDS',1.62,219.694724,60
'Jason Mills','MATCH ODDS',1.63,219.694724,60
'Jason Mills','MATCH ODDS',2.7,219.694724,60
'Jason Mills','MATCH ODDS',2.23,219.694724,60
'Chris Tomas','ASIAN HANDICAP',2.84,207.67219,100
'Anton Ebdon','MATCH ODDS',2.07,1771.090959,80
'Eduardo Borrero','ASIAN HANDICAP',2.98,1975.410418,80
'Anton Ebdon','MATCH ODDS',1.81,1770.783127,100
'Chris Tomas','ASIAN HANDICAP',2.83,2062.582957,100
'Gabriel Elias','MATCH ODDS',1.87,1771.073127,20
'Anton Ebdon','MATCH ODDS',4.11,1312.985629,100
'Eduardo Borrero','ASIAN HANDICAP',2.93,2073.849505,80
'Jeremy Price','MATCH ODDS',1.89,1398.082164,100
'Anton Ebdon','MATCH ODDS',2.09,1340.078869,80
'Anton Ebdon','MATCH ODDS',2.7,1742.528098,60
'Anton Ebdon','MATCH ODDS',3.36,1715.260137,80
'Anton Ebdon','OVER / UNDER',2.92,1771.797239,60
'Anton Ebdon','MATCH ODDS',3.25,1715.260137,80
'Anton Ebdon','MATCH ODDS',3.47,1715.13114,80
'Eduardo Borrero','ASIAN HANDICAP',3.15,2071.684241,80
'Anton Ebdon','ASIAN HANDICAP',3,444.803518,100
'Anton Ebdon','MATCH ODDS',4.15,1735.664023,100
'Darijo Belic','ASIAN HANDICAP',2.98,1944.711342,60
'Jeremy Price','ASIAN HANDICAP',3.71,1989.260814,100
'Jeremy Price','ASIAN HANDICAP',4.12,437.988371,100
'Daniel Larsen','ASIAN HANDICAP',2.74,415.992998,80
'Jeremy Price','ASIAN HANDICAP',3.66,2019.163367,100
'Jason Mills','MATCH ODDS',1.67,219.694724,60
'Anton Ebdon','MATCH ODDS',2.25,1755.253761,100
'Anton Ebdon','MATCH ODDS',3.74,1712.721979,100
'Simeone Tassini','OVER / UNDER',2.86,1771.758315,60
'Chris Tomas','ASIAN HANDICAP',2.82,2062.582957,100
'Daniel Larsen','ASIAN HANDICAP',2.78,423.807434,80
'Anton Ebdon','MATCH ODDS',3.5,1715.13114,100
'Jason Mills','MATCH ODDS',2.51,219.694724,60
'Anton Ebdon','MATCH ODDS',2.6,1740.824578,80
'Anton Ebdon','MATCH ODDS',2.62,436.738858,80
'Chris Tomas','ASIAN HANDICAP',3.22,1927.521104,100
'Jeremy Price','ASIAN HANDICAP',3.61,1926.631718,100
'Anton Ebdon','MATCH ODDS',2.9,1738.688198,60
'Chris Tomas','MATCH ODDS',1.85,1770.619829,100
'Daniel Larsen','ASIAN HANDICAP',3.06,2024.84343,80
'Eduardo Borrero','ASIAN HANDICAP',3.04,2003.804108,80
'Christopher Silenos','OVER / UNDER',2.93,435.883167,60
'Anton Ebdon','ASIAN HANDICAP',3.37,1957.480949,100
'Anton Ebdon','OVER / UNDER',3.07,1767.75147,80
'Simeone Tassini','ASIAN HANDICAP',2.8,1947.139853,80
'Anton Ebdon','MATCH ODDS',2.1,1340.078869,80
'Eduardo Borrero','ASIAN HANDICAP',2.95,2072.609919,80
'Anton Ebdon','MATCH ODDS',2.2,1757.586358,80
'Anton Ebdon','MATCH ODDS',2.15,1766.00466,80
'Darijo Belic','ASIAN HANDICAP',2.87,1994.971435,60
'Jeremy Price','ASIAN HANDICAP',3.27,1927.636174,100
'Anton Ebdon','MATCH ODDS',3.41,1192.693617,80
'Anton Ebdon','OVER / UNDER',3,1507.062287,80
'Anton Ebdon','MATCH ODDS',3,1715.427547,80
'Christopher Silenos','ASIAN HANDICAP',3.78,392.68608,60
'Jeremy Price','ASIAN HANDICAP',5.3,1910.494745,100
'Chris Tomas','ASIAN HANDICAP',3.12,2452.211804,100
'Chris Tomas','ASIAN HANDICAP',2.96,1572.212866,100
'Gabriel Elias','MATCH ODDS',1.7,1766.022708,20
'Anton Ebdon','MATCH ODDS',3.18,1715.279787,80
'Anton Ebdon','ASIAN HANDICAP',2.74,207.67219,80
'Jason Mills','MATCH ODDS',1.75,219.694724,60
'Anton Ebdon','ASIAN HANDICAP',3.11,1299.34966,80
'Anton Ebdon','MATCH ODDS',2.15,1340.078869,80
'Daniel Larsen','ASIAN HANDICAP',2.95,423.807434,80
'Chris Tomas','ASIAN HANDICAP',2.96,748.984773,100
'Darijo Belic','ASIAN HANDICAP',2.89,748.984773,50
'Anton Ebdon','ASIAN HANDICAP',3.25,1958.290312,80
'Jeremy Price','ASIAN HANDICAP',3.45,1944.583777,100
'Anton Ebdon','MATCH ODDS',2.8,1738.690395,80
'Anton Ebdon','MATCH ODDS',3.54,210.02033,80
'Anton Ebdon','MATCH ODDS',4.08,210.02033,80
'Anton Ebdon','ASIAN HANDICAP',3.12,748.984773,80
'Chris Tomas','MATCH ODDS',2.09,748.984773,100
'Simeone Tassini','OVER / UNDER',2.83,748.984773,60
'Anton Ebdon','ASIAN HANDICAP',3.04,1958.158775,80
'Anton Ebdon','ASIAN HANDICAP',3.21,1958.175243,80
'Anton Ebdon','MATCH ODDS',3.57,1715.13114,80
