@relation Records-weka.filters.unsupervised.attribute.StringToNominal-R1-1

@attribute TypeOfBet {'ASIAN HANDICAP','MATCH ODDS','OVER UNDER'}
@attribute Odds numeric
@attribute Liquidity numeric

@data
'ASIAN HANDICAP',1.72,1336.168522
'ASIAN HANDICAP',1.93,1282.592935
'ASIAN HANDICAP',1.92,1287.598612
'OVER UNDER',1.99,1628.302695
'OVER UNDER',2,1261.206475
'ASIAN HANDICAP',1.76,1897.476893
'MATCH ODDS',2.12,1769.863797
'OVER UNDER',1.75,817.198801
'ASIAN HANDICAP',2.44,1888.342893
'OVER UNDER',1.99,940.289442
'ASIAN HANDICAP',1.78,1151.227248
'ASIAN HANDICAP',1.95,2008.15139
'ASIAN HANDICAP',2,1209.78571
'OVER UNDER',2.05,1025.907811
'ASIAN HANDICAP',2,1129.593003
'MATCH ODDS',3.4,841.839376
'MATCH ODDS',2.25,887.080913
'MATCH ODDS',2.4,888.655301
'ASIAN HANDICAP',1.85,2079.52193
'ASIAN HANDICAP',1.83,2022.834603
'OVER UNDER',1.78,790.084482
'MATCH ODDS',5.5,940.817234
'MATCH ODDS',4.33,884.970966
'MATCH ODDS',3.1,885.024072
'OVER UNDER',1.9,782.251424
'OVER UNDER',1.6,767.641456
'MATCH ODDS',2.5,1006.954807
'ASIAN HANDICAP',2.08,1974.706425
'ASIAN HANDICAP',1.76,1964.698967
'ASIAN HANDICAP',1.93,2081.873367
'MATCH ODDS',1.8,605.011963
'OVER UNDER',1.85,1771.690616
'MATCH ODDS',1.72,1699.392849
'MATCH ODDS',2.45,766.292225
'OVER UNDER',1.95,1794.466766
'OVER UNDER',1.65,768.313397
'ASIAN HANDICAP',3.3,633.321037
'ASIAN HANDICAP',1.81,1976.099134
'MATCH ODDS',3.9,756.684805
'OVER UNDER',1.6,758.277793
'MATCH ODDS',3.7,1736.00002
'ASIAN HANDICAP',2,1942.997099
'OVER UNDER',1.98,1628.87127
'OVER UNDER',1.65,705.822594
'ASIAN HANDICAP',1.9,1983.745124
'OVER UNDER',1.99,1778.420713
'ASIAN HANDICAP',1.83,1992.915363
'ASIAN HANDICAP',1.97,2002.11973
'ASIAN HANDICAP',1.82,1908.757966
'ASIAN HANDICAP',1.83,1985.327301
'ASIAN HANDICAP',1.95,2069.715486
'OVER UNDER',1.97,1631.99039
'ASIAN HANDICAP',2.02,1958.158775
'OVER UNDER',1.96,1577.053647
'ASIAN HANDICAP',2.19,2060.756964
'ASIAN HANDICAP',2.5,2052.473603
'OVER UNDER',2,1692.092955
'MATCH ODDS',5,1160.705689
'MATCH ODDS',2.34,1753.098188
'OVER UNDER',2,1751.143776
'ASIAN HANDICAP',1.82,1908.757966
'OVER UNDER',1.93,1027.488312
'MATCH ODDS',2.9,775.425685
'ASIAN HANDICAP',1.97,932.507903
'OVER UNDER',1.93,818.744003
'ASIAN HANDICAP',3.2,800.578156
'MATCH ODDS',2.05,571.466752
'OVER UNDER',1.65,1047.653647
'MATCH ODDS',3.1,1715.279787
'MATCH ODDS',1.2,869.600681
'ASIAN HANDICAP',2.5,1675.305536
'MATCH ODDS',3.7,618.278484
'ASIAN HANDICAP',2.5,1190.940202
'MATCH ODDS',5.5,1002.642861
'ASIAN HANDICAP',2.01,758.900566
'OVER UNDER',2.3,1731.912579
'MATCH ODDS',3.2,1003.493188
'MATCH ODDS',2.25,1010.001524
'OVER UNDER',1.55,851.316487
'OVER UNDER',1.55,851.316487
'MATCH ODDS',3.2,1715.279787
'MATCH ODDS',3.2,1715.279787
'OVER UNDER',1.55,851.356678
'ASIAN HANDICAP',2.2,736.999883
'MATCH ODDS',2.29,1721.825048
'MATCH ODDS',3.33,1713.325459
'OVER UNDER',2.53,1642.218469
'OVER UNDER',1.81,1627.889205
'MATCH ODDS',5,997.249643
'OVER UNDER',1.91,1755.308932
'ASIAN HANDICAP',1.88,2022.484624
'MATCH ODDS',3.6,702.693946
'ASIAN HANDICAP',1.87,1903.631834
'OVER UNDER',1.94,1774.27567
'OVER UNDER',1.86,1404.884217
'OVER UNDER',2.11,1405.631467
'ASIAN HANDICAP',2.02,1323.082369
'OVER UNDER',1.98,1628.87127
'ASIAN HANDICAP',2.02,1989.406632
'ASIAN HANDICAP',2.02,685.274977
'ASIAN HANDICAP',1.81,1741.89831
'OVER UNDER',1.81,819.775241
'ASIAN HANDICAP',1.68,1843.361031
'ASIAN HANDICAP',1.79,1897.58518
'ASIAN HANDICAP',1.85,1903.257622
'ASIAN HANDICAP',1.99,2065.141425
'OVER UNDER',1.65,1059.342177
'ASIAN HANDICAP',1.85,1643.382073
'OVER UNDER',1.75,1617.52642
'MATCH ODDS',4.3,996.713462
'OVER UNDER',1.85,1051.698726
'MATCH ODDS',1.68,864.43001
'MATCH ODDS',2.63,1707.923147
'ASIAN HANDICAP',2.25,1606.240178
'ASIAN HANDICAP',1.95,1095.448671
'OVER UNDER',1.65,757.446688
'MATCH ODDS',3.3,490.00644
'ASIAN HANDICAP',1.78,2068.489243
'OVER UNDER',1.6,1054.15833
'ASIAN HANDICAP',2.93,1964.557913
'OVER UNDER',2.23,1755.101983
'ASIAN HANDICAP',2.35,1890.199697
'ASIAN HANDICAP',1.74,2016.667737
'OVER UNDER',1.93,907.083458
'OVER UNDER',1.88,1060.324269
'ASIAN HANDICAP',2.4,1922.772749
'MATCH ODDS',4.6,1737.233046
'ASIAN HANDICAP',1.87,2023.113169
'MATCH ODDS',2.12,1024.470775
'OVER UNDER',2.1,1789.087879
'OVER UNDER',1.8,1055.354507
'MATCH ODDS',3.25,1682.733685
'MATCH ODDS',1.7,693.293144
'ASIAN HANDICAP',2.1,1792.115514
'OVER UNDER',2.3,725.653603
'OVER UNDER',1.75,882.742645
'OVER UNDER',1.8,885.475366
'OVER UNDER',1.89,884.377567
'ASIAN HANDICAP',2.25,1856.509685
'ASIAN HANDICAP',2.42,1890.583309
'OVER UNDER',1.82,1737.775315
'OVER UNDER',1.6,882.949139
'MATCH ODDS',3.5,411.203588
'MATCH ODDS',5.65,1160.705689
'ASIAN HANDICAP',2.08,1374.313783
'MATCH ODDS',2.1,1711.406904
'MATCH ODDS',3.2,1091.625625
'OVER UNDER',1.81,1192.026121
'ASIAN HANDICAP',1.91,1572.381549
'ASIAN HANDICAP',2.41,1869.942777
'ASIAN HANDICAP',1.93,1256.349027
'MATCH ODDS',4.3,921.720884
'ASIAN HANDICAP',1.91,969.308699
'MATCH ODDS',6.5,1732.099161
'OVER UNDER',2.04,1767.165708
'MATCH ODDS',3.15,1742.609964
'MATCH ODDS',4,924.429143
'ASIAN HANDICAP',1.88,1169.775055
'MATCH ODDS',1.8,1717.897776
'ASIAN HANDICAP',1.94,1993.509792
'MATCH ODDS',2.53,1171.819554
'OVER UNDER',1.71,1760.555356
'ASIAN HANDICAP',1.91,1187.82663
'MATCH ODDS',10.4,970.493206
'MATCH ODDS',6.7,1735.628795
'OVER UNDER',1.65,1768.195122
'OVER UNDER',1.75,1791.864896
'ASIAN HANDICAP',2.14,1953.232241
'ASIAN HANDICAP',1.91,1463.486682
'OVER UNDER',1.91,1628.458284
'OVER UNDER',1.99,1025.084565
'OVER UNDER',2.65,1712.163397
'OVER UNDER',1.55,855.923599
'ASIAN HANDICAP',2.23,1139.369537
'MATCH ODDS',4.33,1712.714041
'ASIAN HANDICAP',1.95,2006.3973
'MATCH ODDS',4.67,1712.698426
'MATCH ODDS',3.91,1712.721979
'ASIAN HANDICAP',1.78,1572.805741
'OVER UNDER',1.65,758.987653
'MATCH ODDS',1.8,752.040215
'MATCH ODDS',1.8,1041.371781
'ASIAN HANDICAP',1.98,1408.134694
'OVER UNDER',1.85,884.69293
'MATCH ODDS',3.2,704.610589
'OVER UNDER',2.09,1789.421967
'ASIAN HANDICAP',1.9,1339.071376
'ASIAN HANDICAP',2.13,1264.828293
'ASIAN HANDICAP',1.81,1165.031341
'ASIAN HANDICAP',2.04,1181.281418
'MATCH ODDS',1.76,1768.998886
'ASIAN HANDICAP',1.91,1945.753258
'ASIAN HANDICAP',2.14,1291.744836
'ASIAN HANDICAP',1.65,2063.570459
'ASIAN HANDICAP',2.29,1891.537792
'OVER UNDER',2,1766.786719
'ASIAN HANDICAP',2.58,1403.134164
'ASIAN HANDICAP',1.81,1280.406612
'MATCH ODDS',4.95,1018.160708
'ASIAN HANDICAP',1.67,1267.248099
'ASIAN HANDICAP',2.26,1891.698575
'OVER UNDER',1.76,1783.244657
'MATCH ODDS',1.94,1720.062427
'OVER UNDER',1.75,638.906985
'ASIAN HANDICAP',1.79,1981.233339
'ASIAN HANDICAP',1.96,1958.592553
'MATCH ODDS',1.58,1732.888519
'ASIAN HANDICAP',1.9,2081.474315
'ASIAN HANDICAP',1.84,2059.890914
'MATCH ODDS',4.1,1013.700571
'MATCH ODDS',3.3,1587.583365
'OVER UNDER',1.8,1058.656355
'OVER UNDER',2.28,1412.48238
'OVER UNDER',2.04,1687.517031
'ASIAN HANDICAP',1.78,1156.596992
'MATCH ODDS',4.1,1007.102507
'ASIAN HANDICAP',1.8,1210.779389
'MATCH ODDS',1.9,909.97367
'ASIAN HANDICAP',1.67,2058.374685
'MATCH ODDS',2.6,900.635307
'MATCH ODDS',1.8,1429.141433
'OVER UNDER',2.6,1049.413703
'MATCH ODDS',4.8,1161.649536
'MATCH ODDS',6.5,1160.693111
'MATCH ODDS',3.64,1007.044919
'MATCH ODDS',2,1026.769588
'MATCH ODDS',4.33,922.681458
'MATCH ODDS',2.25,888.6526
'MATCH ODDS',2.1,887.857608
'OVER UNDER',1.75,789.789429
'OVER UNDER',1.58,1782.055793
'ASIAN HANDICAP',1.95,2030.339682
'ASIAN HANDICAP',1.72,1693.175082
'ASIAN HANDICAP',1.64,1491.992879
'OVER UNDER',2.44,888.48317
'MATCH ODDS',7,1733.721552
'OVER UNDER',1.83,1763.582895
'ASIAN HANDICAP',1.93,2028.716931
'ASIAN HANDICAP',2.01,1584.054111
'ASIAN HANDICAP',1.85,1240.477125
'OVER UNDER',1.6,1061.930881
'MATCH ODDS',3.23,1715.279787
'ASIAN HANDICAP',2.01,1783.588532
'MATCH ODDS',3.3,923.092613
'ASIAN HANDICAP',1.95,1237.317908
'MATCH ODDS',1.6,858.846655
'MATCH ODDS',4.48,757.562383
'ASIAN HANDICAP',1.89,1248.421695
'ASIAN HANDICAP',1.93,1115.40569
'OVER UNDER',1.65,1030.009301
'MATCH ODDS',2.3,1002.539676
'MATCH ODDS',4.1,996.601074
'MATCH ODDS',3.6,997.972456
'OVER UNDER',1.55,1057.707314
'OVER UNDER',1.55,1057.707314
'OVER UNDER',1.87,1783.529481
'ASIAN HANDICAP',1.97,1709.163186
'ASIAN HANDICAP',1.7,1939.314453
'OVER UNDER',1.98,1779.299829
'ASIAN HANDICAP',1.88,1603.878477
'MATCH ODDS',5.75,1416.135751
'ASIAN HANDICAP',1.99,1996.632208
'MATCH ODDS',5.15,1545.444276
'ASIAN HANDICAP',2.04,1858.930619
'OVER UNDER',1.82,1763.860843
'OVER UNDER',1.81,1762.563062
'ASIAN HANDICAP',1.81,1979.673683
'OVER UNDER',2.03,1749.775774
'ASIAN HANDICAP',1.85,1992.416897
'MATCH ODDS',1.95,583.235658
'ASIAN HANDICAP',2.04,638.529157
'MATCH ODDS',1.95,580.150303
'MATCH ODDS',1.67,1728.903794
'MATCH ODDS',1.83,1735.850835
'MATCH ODDS',2.55,1743.973328
'MATCH ODDS',2.3,1008.609282
'MATCH ODDS',3,1715.427547
'MATCH ODDS',2,1017.372707
'ASIAN HANDICAP',1.9,2004.411176
'ASIAN HANDICAP',2.17,2066.538667
'OVER UNDER',1.98,585.899196
'ASIAN HANDICAP',1.83,1969.148447
'MATCH ODDS',1.25,866.988143
'ASIAN HANDICAP',1.71,1892.533201
'OVER UNDER',1.5,890.678927
'ASIAN HANDICAP',1.87,1980.043128
'ASIAN HANDICAP',1.83,2081.140719
'MATCH ODDS',1.75,541.259888
'OVER UNDER',1.9,1772.071806
'ASIAN HANDICAP',1.85,887.222351
'MATCH ODDS',5.2,889.151418
'MATCH ODDS',1.9,580.748531
'ASIAN HANDICAP',1.81,1741.430901
'ASIAN HANDICAP',1.92,1979.097768
'ASIAN HANDICAP',1.96,1947.830462
'MATCH ODDS',1.83,1293.171847
'ASIAN HANDICAP',2.14,1469.441897
'OVER UNDER',1.55,884.62819
'ASIAN HANDICAP',2.14,2068.945315
'MATCH ODDS',3.31,1547.892622
'OVER UNDER',2.03,1580.681066
'MATCH ODDS',6.5,914.976895
'MATCH ODDS',2.15,871.954429
'OVER UNDER',2.06,1552.347911
'ASIAN HANDICAP',1.92,1256.349027
'OVER UNDER',3.12,1725.929859
'MATCH ODDS',4.54,1739.599125
'ASIAN HANDICAP',2.04,1980.922552
'OVER UNDER',2.05,677.119672
'OVER UNDER',2.08,1552.344579
'OVER UNDER',1.99,847.369804
'OVER UNDER',1.76,1762.366223
'OVER UNDER',1.9,1577.27315
'OVER UNDER',1.69,1758.404558
'MATCH ODDS',4.33,1702.442545
'ASIAN HANDICAP',2.07,2075.542546
'OVER UNDER',1.77,1759.977302
'ASIAN HANDICAP',2.28,1164.29071
'ASIAN HANDICAP',1.92,1976.695226
'MATCH ODDS',2.09,1770.797081
'ASIAN HANDICAP',1.95,1567.474124
'MATCH ODDS',2.3,1289.812447
'MATCH ODDS',1.9,1035.151615
'MATCH ODDS',5.7,883.720108
'OVER UNDER',2.12,1778.199069
'OVER UNDER',2,1742.012628
'MATCH ODDS',3.3,1713.325459
'MATCH ODDS',3.4,1091.605975
'ASIAN HANDICAP',2.24,2053.607465
'ASIAN HANDICAP',2.01,1948.852992
'OVER UNDER',1.99,1771.996196
'ASIAN HANDICAP',1.96,1289.270479
'ASIAN HANDICAP',1.91,1248.582753
'ASIAN HANDICAP',2.56,1965.268408
'MATCH ODDS',2.05,1771.500188
'ASIAN HANDICAP',1.88,1868.380502
'MATCH ODDS',11.61,1416.135751
'ASIAN HANDICAP',1.91,1688.556972
'ASIAN HANDICAP',1.98,1636.170145
'OVER UNDER',1.75,1791.864896
'OVER UNDER',1.85,1794.829779
'ASIAN HANDICAP',2.06,1187.664316
'ASIAN HANDICAP',2.87,1270.582836
'OVER UNDER',1.81,1794.180355
'ASIAN HANDICAP',1.83,1662.229168
'MATCH ODDS',3.8,1585.158572
'ASIAN HANDICAP',2.28,1934.316656
'ASIAN HANDICAP',1.86,1519.792586
'MATCH ODDS',4.05,1282.747541
'OVER UNDER',1.91,1807.45454
'OVER UNDER',1.81,1794.180355
'MATCH ODDS',3.45,1715.13114
'ASIAN HANDICAP',2,2064.519708
'ASIAN HANDICAP',2.01,1260.712008
'OVER UNDER',2.09,1767.440236
'ASIAN HANDICAP',1.95,1109.194381
'ASIAN HANDICAP',1.71,1772.838648
'OVER UNDER',2.06,1762.787324
'MATCH ODDS',3.1,1742.609964
'ASIAN HANDICAP',1.72,2016.21176
'OVER UNDER',1.75,1444.233973
'OVER UNDER',1.83,624.044775
'ASIAN HANDICAP',1.97,1553.997094
'ASIAN HANDICAP',2.19,1613.162189
'OVER UNDER',1.75,605.208044
'OVER UNDER',1.83,1167.619614
'ASIAN HANDICAP',1.98,2002.534888
'ASIAN HANDICAP',3.08,2030.773067
'ASIAN HANDICAP',1.88,2063.210215
'MATCH ODDS',3.97,1712.731929
'ASIAN HANDICAP',1.93,1422.278872
'ASIAN HANDICAP',2.09,1891.107747
'MATCH ODDS',1.8,945.248902
'OVER UNDER',1.91,1776.769547
'OVER UNDER',1.61,1783.592735
'OVER UNDER',1.57,1766.96496
'MATCH ODDS',10,1735.628795
'MATCH ODDS',2.5,1597.230806
'OVER UNDER',1.55,1037.570601
'ASIAN HANDICAP',1.86,2062.47226
'OVER UNDER',2.01,1530.72204
'OVER UNDER',2.1,1084.782935
'OVER UNDER',1.7,587.801747
'ASIAN HANDICAP',1.76,1151.372103
'MATCH ODDS',6.5,1737.973354
'OVER UNDER',2.65,1448.290992
'MATCH ODDS',1.85,1170.253874
'MATCH ODDS',6.5,1737.973354
'ASIAN HANDICAP',1.81,1910.420962
'ASIAN HANDICAP',2.17,1637.883865
'MATCH ODDS',6.5,1416.135751
'MATCH ODDS',9,1015.632477
'OVER UNDER',2.07,1697.501934
'ASIAN HANDICAP',1.89,1649.36956
'OVER UNDER',2.24,1700.459293
'ASIAN HANDICAP',1.83,2032.542027
'OVER UNDER',1.97,1579.151677
'OVER UNDER',1.98,1628.87127
'OVER UNDER',2.01,1628.302695
'MATCH ODDS',3.4,922.554563
'ASIAN HANDICAP',1.88,1968.968434
'ASIAN HANDICAP',2.01,1203.887729
'MATCH ODDS',4.6,1016.299046
'OVER UNDER',1.87,1808.632039
'ASIAN HANDICAP',1.92,1977.61061
'OVER UNDER',1.91,1807.605587
'OVER UNDER',2.35,1748.267019
'OVER UNDER',1.7,1790.055037
'ASIAN HANDICAP',1.98,1914.902895
'ASIAN HANDICAP',1.84,1998.237001
'MATCH ODDS',1.5,1727.890249
'MATCH ODDS',1.85,1767.220452
'MATCH ODDS',1.7,958.452375
'OVER UNDER',1.75,975.612374
'MATCH ODDS',1.8,860.316598
'OVER UNDER',2.06,1767.760585
'ASIAN HANDICAP',1.99,1944.247003
'ASIAN HANDICAP',1.92,1052.460107
'OVER UNDER',1.81,1794.180355
'ASIAN HANDICAP',1.89,1903.631834
'ASIAN HANDICAP',1.93,1774.200622
'MATCH ODDS',1.88,1021.675671
'ASIAN HANDICAP',3.3,1666.044807
'MATCH ODDS',3.9,1686.025312
'MATCH ODDS',1.8,948.83743
'ASIAN HANDICAP',2.27,1456.642335
'OVER UNDER',1.55,1593.198516
'MATCH ODDS',3.8,941.061516
'OVER UNDER',1.57,955.773065
'MATCH ODDS',1.95,946.344638
'ASIAN HANDICAP',1.81,1888.573477
'ASIAN HANDICAP',1.98,1905.910554
'MATCH ODDS',2.4,1753.360257
'ASIAN HANDICAP',1.8,2062.587496
'ASIAN HANDICAP',1.98,2069.867272
'OVER UNDER',1.75,952.767122
'MATCH ODDS',1.83,938.937552
'OVER UNDER',2.01,1766.786719
'ASIAN HANDICAP',1.81,2062.582957
'MATCH ODDS',5,922.770594
'MATCH ODDS',7.5,995.212658
'OVER UNDER',2.3,929.450137
'MATCH ODDS',2.05,1771.500188
'ASIAN HANDICAP',1.94,1977.289567
'ASIAN HANDICAP',2.17,1252.514473
'ASIAN HANDICAP',1.81,946.305727
'ASIAN HANDICAP',2.1,1929.507448
'ASIAN HANDICAP',1.8,1743.424527
'OVER UNDER',1.93,1783.453821
'ASIAN HANDICAP',3,1015.870222
'MATCH ODDS',3.3,915.505812
'OVER UNDER',1.75,920.12514
'MATCH ODDS',5,915.456677
'OVER UNDER',1.55,825.956287
'ASIAN HANDICAP',2.26,1014.767973
'ASIAN HANDICAP',2,1584.720085
'OVER UNDER',1.7,818.340635
'ASIAN HANDICAP',1.74,1154.926192
'ASIAN HANDICAP',2.29,1923.9413
'ASIAN HANDICAP',2.06,1941.346162
'MATCH ODDS',2.7,1717.535958
'ASIAN HANDICAP',1.89,972.096411
'OVER UNDER',2.14,908.608154
'OVER UNDER',1.99,847.369804
'ASIAN HANDICAP',2,2022.443998
'ASIAN HANDICAP',1.85,1956.379171
'ASIAN HANDICAP',1.89,2010.030269
'MATCH ODDS',2.15,1767.648998
'MATCH ODDS',2.1,1770.462993
'OVER UNDER',1.55,1755.456997
'ASIAN HANDICAP',2.56,1971.372517
'OVER UNDER',1.85,850.91308
'MATCH ODDS',2.9,861.400485
'MATCH ODDS',4.33,663.469058
'MATCH ODDS',1.75,1770.643224
'MATCH ODDS',1.95,1774.987331
'MATCH ODDS',2.15,1025.842649
'ASIAN HANDICAP',2.2,2053.322791
'MATCH ODDS',5.12,1227.809732
'ASIAN HANDICAP',1.84,1560.473735
'ASIAN HANDICAP',2.05,986.582293
'OVER UNDER',2.15,693.349124
'OVER UNDER',2.05,1357.545509
'MATCH ODDS',2,1293.451858
'ASIAN HANDICAP',1.76,1968.007124
'ASIAN HANDICAP',2.64,1877.091829
'MATCH ODDS',2.66,1740.823425
'OVER UNDER',1.94,1765.671204
'OVER UNDER',1.8,1762.567601
'ASIAN HANDICAP',2.44,1890.841197
'ASIAN HANDICAP',2.04,1980.551565
'OVER UNDER',2.17,1761.956023
'MATCH ODDS',1.7,629.764633
'ASIAN HANDICAP',1.88,1624.599092
'ASIAN HANDICAP',1.93,820.186782
'MATCH ODDS',2.6,1742.529252
'MATCH ODDS',2.57,1422.998757
'OVER UNDER',1.96,1771.858218
'ASIAN HANDICAP',1.98,2025.449242
'ASIAN HANDICAP',2.05,2048.447094
'OVER UNDER',1.7,924.973852
'ASIAN HANDICAP',4.5,916.226881
'ASIAN HANDICAP',1.97,1987.67342
'MATCH ODDS',2,1736.823925
'ASIAN HANDICAP',1.88,1035.690389
'ASIAN HANDICAP',1.84,1165.031341
'ASIAN HANDICAP',1.96,1912.526438
'ASIAN HANDICAP',2.01,1973.696175
'OVER UNDER',1.8,1711.408407
'ASIAN HANDICAP',1.84,1912.474603
'ASIAN HANDICAP',1.93,1956.75824
'OVER UNDER',1.97,1756.215274
'ASIAN HANDICAP',2.15,1916.078569
'OVER UNDER',2.02,1748.584736
'ASIAN HANDICAP',1.98,735.016916
'OVER UNDER',1.8,678.484721
'ASIAN HANDICAP',1.86,1947.454479
'ASIAN HANDICAP',2.05,1985.18581
'MATCH ODDS',2,769.710826
'ASIAN HANDICAP',1.83,1405.544164
'ASIAN HANDICAP',1.88,1327.636083
'ASIAN HANDICAP',1.86,1287.695874
'ASIAN HANDICAP',2.35,1890.199697
'ASIAN HANDICAP',1.86,2043.549813
'ASIAN HANDICAP',1.72,2067.008682
'OVER UNDER',1.96,1591.039702
'OVER UNDER',1.87,650.288374
'ASIAN HANDICAP',1.62,1972.842687
'ASIAN HANDICAP',1.94,1957.386577
'ASIAN HANDICAP',2.85,1933.323802
'ASIAN HANDICAP',1.85,2059.886148
'ASIAN HANDICAP',1.98,1953.917664
'OVER UNDER',2.06,1789.444426
'ASIAN HANDICAP',2,1973.696175
'ASIAN HANDICAP',2.16,1969.344493
'OVER UNDER',1.81,1638.285855
'ASIAN HANDICAP',1.85,1962.546445
'ASIAN HANDICAP',1.88,1105.282172
'OVER UNDER',1.9,1201.26479
'OVER UNDER',1.72,1066.884224
'OVER UNDER',1.85,1030.190162
'OVER UNDER',1.75,1065.903796
'MATCH ODDS',2.2,1006.864261
'MATCH ODDS',2.4,1005.333187
'ASIAN HANDICAP',2.14,1313.31326
'ASIAN HANDICAP',1.97,2030.241944
'MATCH ODDS',3.36,1740.242852
'MATCH ODDS',4.2,1732.127353
'ASIAN HANDICAP',1.86,1963.006336
'OVER UNDER',1.98,1641.144593
'MATCH ODDS',3.32,1547.892622
'ASIAN HANDICAP',2.06,2023.803832
'MATCH ODDS',6.52,1733.721552
'ASIAN HANDICAP',2.08,1995.215476
'ASIAN HANDICAP',1.81,1156.299618
'MATCH ODDS',2.09,1721.328027
'ASIAN HANDICAP',1.76,1986.918084
'MATCH ODDS',1.93,1434.793181
'ASIAN HANDICAP',2.02,1045.07196
'MATCH ODDS',1.4,838.203665
'ASIAN HANDICAP',1.98,1953.917664
'ASIAN HANDICAP',2.12,1968.674601
'ASIAN HANDICAP',3.9,1255.911433
'OVER UNDER',1.81,1067.702692
'ASIAN HANDICAP',2.11,1040.974488
'OVER UNDER',1.86,1807.399223
'ASIAN HANDICAP',2.11,1602.322549
'ASIAN HANDICAP',2,1210.752265
'ASIAN HANDICAP',2.09,903.606218
'MATCH ODDS',2.49,763.449628
'MATCH ODDS',2.6,942.898917
'OVER UNDER',1.81,1752.384099
'MATCH ODDS',1.95,1016.672556
'MATCH ODDS',1.67,1011.966092
'MATCH ODDS',2.2,1006.442883
'OVER UNDER',1.73,1802.872532
'MATCH ODDS',3.4,861.571902
'ASIAN HANDICAP',2.4,737.22469
'ASIAN HANDICAP',1.97,1231.384984
'ASIAN HANDICAP',1.97,1231.384984
'OVER UNDER',1.99,1550.536866
'ASIAN HANDICAP',2.01,2064.151369
'ASIAN HANDICAP',2.03,1996.626279
'MATCH ODDS',2.38,1011.159202
'OVER UNDER',1.8,1807.431214
'OVER UNDER',1.81,1807.518839
'MATCH ODDS',2,1769.94531
'ASIAN HANDICAP',1.77,1976.035356
'ASIAN HANDICAP',2.5,791.095081
'ASIAN HANDICAP',1.81,1962.413979
'OVER UNDER',1.98,1531.499196
'ASIAN HANDICAP',1.76,1151.227248
'ASIAN HANDICAP',2.45,1923.971402
'OVER UNDER',1.75,1786.249217
'ASIAN HANDICAP',1.93,809.103912
'MATCH ODDS',1.7,1766.022708
'ASIAN HANDICAP',1.96,1979.885334
'MATCH ODDS',1.57,1731.244181
'MATCH ODDS',2.1,1026.198265
'MATCH ODDS',1.91,697.266706
'ASIAN HANDICAP',2,1304.745889
'OVER UNDER',1.71,1774.413028
'ASIAN HANDICAP',2.18,1140.055567
'ASIAN HANDICAP',1.78,680.174728
'ASIAN HANDICAP',2.04,1633.843394
'ASIAN HANDICAP',1.81,1903.262389
'ASIAN HANDICAP',1.96,2029.202346
'ASIAN HANDICAP',1.95,2069.715486
'ASIAN HANDICAP',2.06,1997.373451
'ASIAN HANDICAP',2.69,1841.953187
'ASIAN HANDICAP',1.84,651.636814
'ASIAN HANDICAP',1.74,2053.496766
'MATCH ODDS',2.75,1715.441059
'ASIAN HANDICAP',2.01,1002.898477
'ASIAN HANDICAP',2.02,1165.083973
'ASIAN HANDICAP',1.98,654.887436
'ASIAN HANDICAP',2.01,1265.541042
'ASIAN HANDICAP',1.8,1962.554672
'MATCH ODDS',3.3,1715.260137
'MATCH ODDS',1.99,1768.300972
'ASIAN HANDICAP',2.12,1868.659779
'OVER UNDER',1.72,1639.344103
'OVER UNDER',1.73,565.656426
'MATCH ODDS',2.5,1751.668664
'OVER UNDER',1.83,1783.442384
'MATCH ODDS',2,1294.560751
'ASIAN HANDICAP',2.06,2067.438687
'OVER UNDER',1.65,550.550922
'ASIAN HANDICAP',2.05,1057.601932
'OVER UNDER',1.6,851.251314
'OVER UNDER',1.85,550.682402
'ASIAN HANDICAP',1.91,1187.82663
'ASIAN HANDICAP',2.23,1306.550513
'MATCH ODDS',1.95,1773.342993
'ASIAN HANDICAP',1.84,2079.671476
'ASIAN HANDICAP',2.66,1912.460536
'ASIAN HANDICAP',2.16,1735.323007
'OVER UNDER',1.92,1700.601993
'ASIAN HANDICAP',2.03,1980.551565
'MATCH ODDS',5.6,1737.225821
'MATCH ODDS',3.35,947.460181
'OVER UNDER',2,1104.259125
'MATCH ODDS',4.2,1035.860784
'ASIAN HANDICAP',1.92,1965.849781
'MATCH ODDS',1.9,516.509305
'ASIAN HANDICAP',1.96,1918.966578
'ASIAN HANDICAP',1.88,1967.71726
'OVER UNDER',2.6,1743.437667
'MATCH ODDS',3.33,1715.260137
'OVER UNDER',2.04,1792.172352
'ASIAN HANDICAP',1.83,1979.673683
'ASIAN HANDICAP',1.97,647.849174
'MATCH ODDS',1.85,1768.975491
'ASIAN HANDICAP',1.97,890.948758
'ASIAN HANDICAP',1.79,1551.509559
'MATCH ODDS',3.15,841.859026
'ASIAN HANDICAP',2.05,1941.516588
'MATCH ODDS',1.95,1026.698115
'ASIAN HANDICAP',2.07,1274.219128
'ASIAN HANDICAP',2,1584.054111
'ASIAN HANDICAP',2.06,1908.446858
'ASIAN HANDICAP',2.02,1953.753261
'OVER UNDER',2.18,1260.318953
'ASIAN HANDICAP',2.24,1456.643486
'MATCH ODDS',4.6,899.377844
'ASIAN HANDICAP',2,1866.930806
'OVER UNDER',1.93,1055.859628
'ASIAN HANDICAP',1.89,1219.647982
'ASIAN HANDICAP',1.89,1144.846672
'ASIAN HANDICAP',1.77,974.022024
