Count,Game date,Sport,Competition,Bet,Return,Result,Pick,Score,Bookmaker,Odd,Stake,Profit,Tipster,CST
81,2016-02-12 19:30:00,SOC,Friendly,Cabinteely FC (n) - St. Patricks Athletic,2.02,WIN,Home +2.25 (Match),0:1,PINNACLE,2.02,1.00,1.02,batigol,2016-02-12 18:28:41
82,2016-02-09 19:45:00,SOC,Friendly,Dundalk - Waterford United,8.15,WIN,Over 3.75 (Match),8:1,PINNACLE,1.63,5.00,3.15,batigol,2016-02-09 11:38:34
83,2016-02-05 20:30:00,SOC,Friendly,Cabinteely - Longford Town,1.45,WIN,Cabinteely +1.25 (Asian Handicap-Full Time Excluding Overtime),1:2,188bet,1.89,1.00,0.45,batigol,2016-02-05 17:28:13
84,2016-02-03 19:30:00,SOC,Friendly,Longford Town - Limerick FC,0.00,LOST,Home -0.5 (Match),2:2,PINNACLE,1.83,1.00,-1.00,batigol,2016-02-03 13:00:11
85,2016-02-02 19:45:00,SOC,Friendly,Dundalk - Cliftonville,0.00,LOST,Away +0.5 (1st Half),2-0,PINNACLE,1.85,1.00,-1.00,batigol,2016-02-02 11:17:07
86,2016-01-29 20:45:00,SOC,Friendly,University College Dublin FC - Shamrock Rovers,2.06,WIN,Under 3 (Over Under-Full Time Excluding Overtime),0:2,188bet,2.06,1.00,1.06,batigol,2016-01-29 18:09:37
87,2015-11-26 15:00:00,SOC,Women,Ireland W - Spain W,0.00,LOST,Ireland W +1.25 (Asian Handicap-Full Time Excluding Overtime),0:3,SBOBET,1.93,3.00,-3.00,batigol,2015-11-26 12:26:22
88,2015-11-16 19:45:00,SOC,UEFA EURO Q,Republic of Ireland - Bosnia-Herzegovina,0.00,LOST,Away +0.25 (Match),2:0,PINNACLE,1.79,3.00,-3.00,batigol,2015-11-16 18:52:30
89,2015-11-13 19:45:00,SOC,UEFA EURO Q,Bosnia-Herzegovina - Republic of Ireland,0.00,LOST,Home -0.5 (Match),1:1,PINNACLE,1.92,5.00,-5.00,batigol,2015-11-13 12:43:22
90,2015-11-08 15:30:00,SOC,Ireland,Dundalk (n) - Cork City,0.00,LOST,Home -0.5 (Match),"0:0, 1:0 ET",PINNACLE,2.05,5.00,-5.00,batigol,2015-11-06 16:02:07
91,2015-11-06 20:45:00,SOC,Ireland,Finn Harps FC - Limerick FC,0.00,LOST,Over 2.5 (Over Under-Full Time Excluding Overtime),1:0,SBOBET,2,3.00,-3.00,batigol,2015-11-06 15:56:40
92,2015-11-02 19:45:00,SOC,Ireland,Limerick FC - Finn Harps,2.08,WIN,Home -0.5 (1st Half),1:0,PINNACLE,2.08,1.00,1.08,batigol,2015-11-02 18:10:57
93,2015-11-02 19:45:00,SOC,Ireland,Limerick FC - Finn Harps,0.00,LOST,Over 2.5 (Match),1:0,PINNACLE,1.93,3.00,-3.00,batigol,2015-11-02 18:09:09
94,2015-10-30 19:45:00,SOC,Ireland,Shamrock Rovers - Drogheda United,6.68,WIN,Home -1 (Match),5:3,PINNACLE,1.67,4.00,2.68,batigol,2015-10-30 19:19:45
95,2015-10-30 19:45:00,SOC,Ireland,Bohemians - Cork City,0.00,LOST,Home 0 (Match),0:1,PINNACLE,1.97,3.00,-3.00,batigol,2015-10-30 19:04:00
96,2015-10-30 19:45:00,SOC,Ireland,Sligo Rovers - Limerick FC,2.24,WIN,Over 3.5 (Match),2:3,PINNACLE,2.24,1.00,1.24,batigol,2015-10-30 18:59:14
97,2015-10-30 19:45:00,SOC,Ireland,Longford Town - Derry City,5.55,WIN,Home +0.25 (Match),4:2,PINNACLE,1.85,3.00,2.55,batigol,2015-10-30 12:33:43
98,2015-10-30 19:45:00,SOC,Ireland,Galway FC - St Patricks Athletic,0.00,LOST,Home +0.5 (Match),0:1,PINNACLE,1.89,3.00,-3.00,batigol,2015-10-30 11:34:26
99,2015-10-26 17:00:00,SOC,Ireland,Dundalk - Shamrock Rovers,0.00,LOST,Away +0.5 (Match),3:1,PINNACLE,1.75,2.00,-2.00,batigol,2015-10-26 09:06:06
100,2015-10-24 16:45:00,SOC,Ireland,Bray Wanderers - Galway FC,4.5,WIN,Away +0.25 (Match),1:1,PINNACLE,2,3.00,1.50,batigol,2015-10-23 20:42:54
101,2015-10-23 18:45:00,SOC,Ireland,Cork City - Dundalk,5,PUSH,Away 0 (Match),2:2,PINNACLE,1.63,5.00,0.00,batigol,2015-10-23 18:01:20
102,2015-10-23 18:45:00,SOC,Ireland,Limerick FC - Shamrock Rovers,0.00,LOST,Home +0.5 (Match),0:2,PINNACLE,1.83,3.00,-3.00,batigol,2015-10-23 15:06:09
103,2015-10-23 18:45:00,SOC,Ireland,Drogheda United - Longford Town,5.67,WIN,Away +0.25 (Match),0:3,PINNACLE,1.89,3.00,2.67,batigol,2015-10-23 12:45:51
104,2015-10-19 18:45:00,SOC,Ireland,St Patricks Athletic - Cork City,0.00,LOST,Home -0.5 (Match),1:2,PINNACLE,2.15,3.00,-3.00,batigol,2015-10-19 11:33:41
105,2015-10-17 18:45:00,SOC,Ireland,Waterford United - UC Dublin,4.18,WIN,Away -0.5 (Match),0-1,PINNACLE,2.09,2.00,2.18,batigol,2015-10-17 17:57:55
106,2015-10-17 17:30:00,SOC,Ireland,Limerick FC - Derry City,0.00,LOST,Home -0.5 (Match),0-2,PINNACLE,2.05,3.00,-3.00,batigol,2015-10-17 14:03:10
107,2015-10-16 18:45:00,SOC,Ireland,St Patricks Athletic - Drogheda United,3.76,WIN,Away +1.5 (Match),2:1,PINNACLE,1.88,2.00,1.76,batigol,2015-10-16 17:25:48
108,2015-10-16 18:45:00,SOC,Ireland,Cork City - Longford Town,0.00,LOST,Under 2.5 (Match),2:3,PINNACLE,2.08,2.00,-2.00,batigol,2015-10-16 15:40:52
109,2015-10-11 18:45:00,SOC,UEFA EURO Q,Poland - Republic of Ireland,0.00,LOST,Away +0.5 (Match),2:1,PINNACLE,1.99,1.00,-1.00,batigol,2015-10-11 10:00:54
110,2015-10-10 18:30:00,SOC,Ireland,Longford Town - Sligo Rovers,1.51,WIN,Home +0.25 (Match),1:1,PINNACLE,2.02,1.00,0.51,batigol,2015-10-10 16:14:14
111,2015-10-09 18:45:00,SOC,Ireland,Bohemians - St Patricks Athletic,2.05,WIN,Home +0.25 (Match),2:0,PINNACLE,2.05,1.00,1.05,batigol,2015-10-09 18:18:28
112,2015-10-09 19:00:00,SOC,Ireland,Shamrock Rovers - Dundalk,0.00,LOST,Away -0.5 (Match),1:1,PINNACLE,2.38,3.00,-3.00,batigol,2015-10-09 13:09:29
113,2015-10-08 18:45:00,SOC,UEFA EURO Q,Republic of Ireland - Germany,0.00,LOST,Away -1 (Match),1-0,PINNACLE,1.76,3.00,-3.00,batigol,2015-10-08 12:03:32
114,2015-10-02 18:45:00,SOC,Ireland,Galway FC - Sligo Rovers,2.12,WIN,Home +0.25 (Match),2:1,PINNACLE,2.12,1.00,1.12,batigol,2015-10-02 05:02:31
115,2015-09-26 18:45:00,SOC,Ireland,Sligo Rovers - Bray Wanderers,0.00,LOST,Under 2.5 (Match),3-1,PINNACLE,1.88,1.00,-1.00,batigol,2015-09-26 09:58:02
116,2015-09-25 19:00:00,SOC,Ireland,Shamrock Rovers - Galway FC,4.02,WIN,Home -1.5 (Match),2:0,PINNACLE,2.01,2.00,2.02,batigol,2015-09-25 12:57:36
117,2015-09-25 18:25:00,SOC,Ireland,Cork City - Derry City,3.78,WIN,Away +1 (Match),0:0,PINNACLE,1.89,2.00,1.78,batigol,2015-09-25 12:56:44
118,2015-09-22 19:00:00,SOC,Ireland,Shamrock Rovers - Bray Wanderers,1.86,WIN,Under 2.5 (Match),1:0,PINNACLE,1.86,1.00,0.86,batigol,2015-09-22 18:51:13
119,2015-09-18 18:25:00,SOC,Ireland,Dundalk - Drogheda United,0.00,LOST,Away +2 (Match),6:0,PINNACLE,1.95,1.00,-1.00,batigol,2015-09-18 09:37:05
120,2015-09-18 18:45:00,SOC,Ireland,UC Dublin - Wexford Youths,1.78,WIN,Away +0.5 (Match),1:2,PINNACLE,1.78,1.00,0.78,batigol,2015-09-18 09:35:16
121,2015-09-11 19:00:00,SOC,Ireland,Wexford Youths - UC Dublin,4.1,WIN,Home 0 (Match),1:0,PINNACLE,2.05,2.00,2.10,batigol,2015-09-11 11:28:37
122,2015-09-11 18:45:00,SOC,Ireland,Derry City - Cork City,1.91,WIN,Home +0.5 (Match),1:1,PINNACLE,1.91,1.00,0.91,batigol,2015-09-11 09:58:47
123,2015-09-08 15:00:00,SOC,Int'l U21,Andorra U21 - Republic of Ireland U21,2.03,WIN,Under 3 (Match),0-2,PINNACLE,2.03,1.00,1.03,batigol,2015-09-08 11:04:15
124,2015-09-05 18:45:00,SOC,Ireland,Shelbourne - Cabinteely,1.9,WIN,Away +2 (Match),0:0,PINNACLE,1.9,1.00,0.90,batigol,2015-09-05 13:51:58
125,2015-09-05 14:00:00,SOC,Ireland,Shamrock Rovers - Bohemians,1.81,WIN,Away +0.5 (1st Half),"0:1, 1:0",PINNACLE,1.81,1.00,0.81,batigol,2015-09-05 13:39:57
126,2015-09-05 17:30:00,SOC,Ireland,Limerick FC - St Patricks Athletic,6.72,WIN,Home +0.5 (Match),3:1,PINNACLE,2.24,3.00,3.72,batigol,2015-09-05 13:09:22
127,2015-09-05 16:00:00,SOC,Ireland,Derry City - Drogheda United,3.76,WIN,Away +1 (Match),0:2,PINNACLE,1.88,2.00,1.76,batigol,2015-09-05 12:35:48
128,2015-09-04 18:45:00,SOC,UEFA EURO Q,Gibraltar - Ireland,0.00,LOST,Robbie Keane (First Goalscorer-Full Time Excluding Overtime),no,Bet365,3.5,1.00,-1.00,batigol,2015-09-04 09:54:12
129,2015-08-31 18:45:00,SOC,Ireland,Cork City - St Patricks Athletic,1,PUSH,Away under 1 (Match),3:1,PINNACLE,1.97,1.00,0.00,batigol,2015-08-31 15:31:47
130,2015-08-28 18:45:00,SOC,Ireland,Bohemians - Dundalk,0.00,LOST,Away -1 (Match),2:2,PINNACLE,1.91,3.00,-3.00,batigol,2015-08-28 12:01:39
131,2015-08-17 18:45:00,SOC,Ireland,UC Dublin - Athlone Town,1.94,WIN,Home -1.5 (Match),3:1,PINNACLE,1.94,1.00,0.94,batigol,2015-08-17 15:06:27
132,2015-08-17 18:45:00,SOC,Ireland,Galway United - Drogheda United,3.7,WIN,Away +0.5 (Match),1:1,PINNACLE,1.85,2.00,1.70,batigol,2015-08-17 01:08:12
133,2015-08-14 18:45:00,SOC,Ireland,Derry City - Dundalk FC,4.08,WIN,Under 2.5 (Over Under-Full Time Excluding Overtime),0:2,188bet,2.04,2.00,2.08,batigol,2015-08-14 11:41:34
134,2015-08-08 17:30:00,SOC,Ireland,Limerick FC - Bohemians,2.01,WIN,Over 2.75 (Match),4-3,PINNACLE,2.01,1.00,1.01,batigol,2015-08-08 15:14:30
135,2015-08-07 18:45:00,SOC,Ireland,Galway United - Derry City,2.5,WIN,Away (Match),0:4,PINNACLE,2.5,1.00,1.50,batigol,2015-08-07 11:03:26
136,2015-08-07 18:45:00,SOC,Ireland,UC Dublin - Waterford United,3.76,WIN,Home -1.5 (Match),5:1,PINNACLE,1.88,2.00,1.76,batigol,2015-08-07 08:08:30
137,2015-08-03 16:00:00,SOC,Ireland,Galway United - Dundalk,0.00,LOST,Over 3 (Match),0-0,PINNACLE,2.06,1.00,-1.00,batigol,2015-08-03 11:13:23
138,2015-08-01 17:30:00,SOC,Ireland,Limerick FC - Sligo Rovers,2,WIN,Home +0.25 (Match),3:2,PINNACLE,2,1.00,1.00,batigol,2015-08-01 14:00:56
139,2015-07-31 18:45:00,SOC,Ireland,Derry City - Longford Town,4.14,WIN,Home -0.5 (Match),3:0,PINNACLE,2.07,2.00,2.14,batigol,2015-07-31 11:12:12
140,2015-07-31 18:45:00,SOC,Ireland,St. Patricks Athletic - Galway United,7.12,WIN,Home -1.5 (Match),3:1,PINNACLE,1.78,4.00,3.12,batigol,2015-07-31 11:03:56
141,2015-07-26 15:00:00,SOC,Ireland,Shamrock Rovers - Limerick FC,0.00,LOST,Away +2 (Match),4:1,PINNACLE,1.95,1.00,-1.00,batigol,2015-07-26 06:56:54
142,2015-07-25 18:30:00,SOC,Ireland,Longford Town - Drogheda United,1.96,WIN,Away +0.5 (Match),1:1,PINNACLE,1.96,1.00,0.96,batigol,2015-07-25 11:55:34
143,2015-07-24 18:45:00,SOC,Ireland,Bohemians - Derry City,4.02,WIN,Home -0.5 (Match),4:2,PINNACLE,2.01,2.00,2.02,batigol,2015-07-24 11:24:49
144,2015-07-24 19:00:00,SOC,Ireland,Sligo Rovers FC - St Patricks Athletic FC,6,WIN,St Patricks Athletic FC -1 (Asian Handicap-Full Time Excluding Overtime),0:3,SBOBET,2,3.00,3.00,batigol,2015-07-24 11:23:40
145,2015-07-22 18:45:00,SOC,Champions L,Dundalk - Bate Borisov,0.00,LOST,Over 2.5 (Match),0:0,PINNACLE,2.15,2.00,-2.00,batigol,2015-07-22 12:21:09
146,2015-07-19 14:00:00,SOC,Friendly,University College Dublin FC - Liverpool FC U21,4.77,WIN,Liverpool FC U21 (1X2-Full Time Excluding Overtime),1:2,10bet,1.59,3.00,1.77,batigol,2015-07-19 12:47:16
147,2015-07-19 12:00:00,SOC,Friendly,Drogheda United - Warrenpoint Town,0.00,LOST,Drogheda United 0 (Asian Handicap-Full Time Excluding Overtime),1:5,188bet,2.4,1.00,-1.00,batigol,2015-07-19 10:52:46
148,2015-07-18 18:30:00,SOC,Ireland,Longford Town - Cork City,0.00,LOST,Home +0.75 (Match),1:4,PINNACLE,1.97,1.00,-1.00,batigol,2015-07-18 07:31:12
149,2015-07-17 18:45:00,SOC,Ireland,Derry City - Limerick FC,2.08,WIN,Away +0.75 (Match),0:0,PINNACLE,2.08,1.00,1.08,batigol,2015-07-17 10:20:40
150,2015-07-16 19:00:00,SOC,Other,Shamrock Rovers - Odd BK,0.00,LOST,Home +0.25 (Match),0:2,PINNACLE,1.85,2.00,-2.00,batigol,2015-07-16 09:17:31
151,2015-07-15 17:30:00,SOC,Champions L,BATE Borisov - Dundalk,2.98,WIN,Away +1.25 (Match),2:1,PINNACLE,1.98,2.00,0.98,batigol,2015-07-15 08:27:32
152,2015-07-11 16:45:00,SOC,Ireland,Bray Wanderers - Derry City,0.00,LOST,Draw (Match),1:0,PINNACLE,3.37,1.00,-1.00,batigol,2015-07-11 15:48:15
153,2015-07-11 17:30:00,SOC,Ireland,Limerick FC - Galway FC,3.8,WIN,Over 2.5 (Match),2:4,PINNACLE,1.9,2.00,1.80,batigol,2015-07-11 13:12:58
154,2015-07-09 19:15:00,SOC,Europa League,KR Reykjavik - Cork City FC,6.06,WIN,Cork City FC +0.5 (Asian Handicap-Full Time Excluding Overtime),1-1,SBOBET,2.02,3.00,3.06,batigol,2015-07-09 09:56:02
155,2015-07-07 19:00:00,SOC,Other,Shamrock Rovers - Progres Niederkorn,0.00,LOST,Under 2.5 (Match),3:0,PINNACLE,2.06,2.00,-2.00,batigol,2015-07-07 09:28:54
156,2015-07-04 17:30:00,SOC,Ireland,Limerick FC - Bray Wanderers AFC,0.00,LOST,Limerick FC 0 (Asian Handicap-Full Time Excluding Overtime),0:1,SBOBET,1.87,3.00,-3.00,batigol,2015-07-03 13:53:26
157,2015-07-03 19:04:00,SOC,Ireland,Drogheda United - Dundalk,2.01,WIN,Home +1.5 (Match),1:2,PINNACLE,2.01,1.00,1.01,batigol,2015-07-03 13:10:09
158,2015-07-03 18:59:00,SOC,Ireland,Finn Harps - Cabinteely,4.08,WIN,Away +1.75 (Match),1:0,PINNACLE,2.04,2.00,2.08,batigol,2015-07-03 13:01:51
159,2015-07-02 14:59:00,SOC,Livebet,Skonto Riga - Saint Patricks Athletic FC,1.95,WIN,FT Under 3.5 (2:1),2:1,188bet,1.95,1.00,0.95,batigol,2015-07-02 17:22:08
160,2015-07-02 18:44:00,SOC,Other,UC Dublin - F91 Dudelange,0.00,LOST,Away -0.5 (Match),1:0,PINNACLE,2,2.00,-2.00,batigol,2015-07-01 22:42:27
161,2015-07-01 18:44:00,SOC,Friendly,Bohemians - Heart of Midlothian,2.12,WIN,Away -0.5 (Match),0:2,PINNACLE,2.12,1.00,1.12,batigol,2015-07-01 18:28:59
162,2015-06-30 16:59:00,SOC,Other,Progres Niederkorn (n) - Shamrock Rovers,2.01,WIN,Home +0.5 (Match),0:0,PINNACLE,2.01,1.00,1.01,batigol,2015-06-30 11:41:02
163,2015-06-27 16:44:00,SOC,Ireland,Bray Wanderers - Sligo Rovers,3.84,WIN,Home +0.5 (Match),1:0,PINNACLE,1.92,2.00,1.84,batigol,2015-06-27 11:33:02
164,2015-06-26 18:44:00,SOC,Ireland,Galway United - Shamrock Rovers,3,PUSH,Home +1 (Match),1:2,PINNACLE,1.78,3.00,0.00,batigol,2015-06-26 11:33:21
165,2015-06-25 18:44:00,SOC,Ireland,Waterford United - Athlone Town,0.00,LOST,Home +0.5 (Match),0:1,PINNACLE,1.88,1.00,-1.00,batigol,2015-06-25 18:28:53
166,2015-06-13 16:00:00,SOC,UEFA EURO Q,Republic of Ireland - Scotland,3.19,WIN,Draw (Match),1:1,PINNACLE,3.19,1.00,2.19,batigol,2015-06-13 09:40:07
167,2015-06-12 18:44:00,SOC,Ireland,Drogheda United - Derry City,2.79,WIN,Home +0.25 (Match),1:1,PINNACLE,1.79,2.00,0.79,batigol,2015-06-12 11:41:29
168,2015-06-12 18:44:00,SOC,Ireland,Sligo Rovers - Dundalk,2.81,WIN,Away -0.75 (Match),1:2,PINNACLE,1.81,2.00,0.81,batigol,2015-06-12 11:40:06
169,2015-06-09 18:44:00,SOC,Ireland,UC Dublin - Shelbourne,3.84,WIN,Home -0.25 (Match),2:1,PINNACLE,1.92,2.00,1.84,batigol,2015-06-09 14:55:51
170,2015-06-08 18:59:00,SOC,Ireland,Shamrock Rovers - Derry City,9.6,WIN,Home -1 (Match),4:1,PINNACLE,1.92,5.00,4.60,batigol,2015-06-08 12:47:23
171,2015-06-07 11:59:00,SOC,Friendly,Republic of Ireland - England,5.55,WIN,Home +0.5 (Match),0:0,PINNACLE,1.85,3.00,2.55,batigol,2015-06-07 10:32:21
172,2015-06-05 18:59:00,SOC,Ireland,Wexford Youths - Shelbourne,0.00,LOST,Home -0.5 (Match),2:3,PINNACLE,2.04,2.00,-2.00,batigol,2015-06-05 15:25:17
173,2015-06-05 18:44:00,SOC,Ireland,Dundalk - Bohemians,0.00,LOST,Home -1.5 (Match),1:2,PINNACLE,2.01,3.00,-3.00,batigol,2015-06-05 14:55:40
174,2015-05-29 18:44:00,SOC,Ireland,Dundalk - Shelbourne,5.82,WIN,Home -2 (Match),5:0,PINNACLE,1.94,3.00,2.82,batigol,2015-05-29 11:46:43
175,2015-05-22 18:44:00,SOC,Ireland,St Patricks Athletic - Dundalk,6.57,WIN,Away -0.25 (Match),0:2,PINNACLE,2.19,3.00,3.57,batigol,2015-05-22 18:20:53
176,2015-05-22 18:44:00,SOC,Ireland,Bohemians - Bray Wanderers,5.64,WIN,Away +1.25 (Match),0:0,PINNACLE,1.88,3.00,2.64,batigol,2015-05-22 15:38:20
177,2015-05-16 17:30:00,SOC,Ireland,Limerick FC - Cork City FC,3.02,WIN,Limerick FC +1.25 (Asian Handicap-Full Time Excluding Overtime),0:1,SBOBET,2.02,2.00,1.02,batigol,2015-05-16 11:38:32
178,2015-05-16 18:44:00,SOC,Ireland,Cobh Ramblers - Finn Harps,0.00,LOST,Home +0.5 (Match),2:3,PINNACLE,2.39,3.00,-3.00,batigol,2015-05-16 11:36:02
179,2015-05-15 18:44:00,SOC,Ireland,Waterford United - Cabinteely,0.00,LOST,Away +0.5 (Match),3:1,PINNACLE,2.06,1.00,-1.00,batigol,2015-05-15 18:14:22
180,2015-05-15 18:44:00,SOC,Ireland,Dundalk - Derry City,0.00,LOST,Home -1.5 (Match),1:0,PINNACLE,1.71,3.00,-3.00,batigol,2015-05-15 18:04:49
181,2015-05-15 18:59:00,SOC,Ireland,Shamrock Rovers - Longford Town,0.00,LOST,Home -1.5 (Match),3:2,PINNACLE,2.13,3.00,-3.00,batigol,2015-05-15 13:32:45
182,2015-05-11 18:45:00,SOC,Ireland,St Patricks Athletic FC - Shamrock Rovers,1.41,WIN,Shamrock Rovers +0.25 (Asian Handicap-Full Time Excluding Overtime),0:0,SBOBET,1.82,1.00,0.41,batigol,2015-05-11 18:33:16
183,2015-05-10 18:00:00,SOC,Livebet,USA (W) - Republic Of Ireland (W),1.92,WIN,FT Away +3.5 (0:0),3:0,188bet,1.92,1.00,0.92,batigol,2015-05-10 19:04:41
184,2015-05-09 17:30:00,SOC,Livebet,Longford Town FC - Dundalk FC,5.88,WIN,FT Away -0.5 (0:0),0:2,188bet,1.96,3.00,2.88,batigol,2015-05-09 19:42:20
185,2015-05-08 18:44:00,SOC,Ireland,Drogheda United - Bray Wanderers,5.49,WIN,Home -0.75 (Match),4:2,PINNACLE,1.83,3.00,2.49,batigol,2015-05-08 17:39:45
186,2015-05-08 18:59:00,SOC,Ireland,Finn Harps - Waterford United,0.00,LOST,Home -1.5 (Match),3:2,PINNACLE,1.87,2.00,-2.00,batigol,2015-05-08 16:55:14
187,2015-05-04 13:59:00,SOC,Ireland,Dundalk - Bray Wanderers,10.8,WIN,Home -2.5 (Match),8:1,PINNACLE,2.16,5.00,5.80,batigol,2015-05-04 11:58:32
188,2015-05-02 18:29:00,SOC,Ireland,Longford Town - Derry City,3,PUSH,Home 0 (Match),0:0,PINNACLE,1.98,3.00,0.00,batigol,2015-05-02 11:57:42
189,2015-05-01 18:59:00,SOC,Ireland,Shamrock Rovers - Drogheda United,0.00,LOST,Home -1.75 (Match),1:0,PINNACLE,2,5.00,-5.00,batigol,2015-05-01 12:10:35
190,2015-04-25 17:29:00,SOC,Ireland,Limerick FC - Shamrock Rovers,0.00,LOST,Away -1.5 (Match),1:1,PINNACLE,2.13,4.00,-4.00,batigol,2015-04-25 11:39:54
191,2015-04-24 18:44:00,SOC,Ireland,Cork City - Dundalk,0.00,LOST,Draw (Match),1:2,PINNACLE,3.23,1.00,-1.00,batigol,2015-04-24 12:06:32
192,2015-04-24 18:44:00,SOC,Ireland,UC Dublin - Cobh Ramblers,0.00,LOST,Home -1 (Match),1:1,PINNACLE,1.89,3.00,-3.00,batigol,2015-04-24 12:04:00
193,2015-04-20 18:44:00,SOC,Ireland,Dundalk - Galway FC,1.82,WIN,Home -1.5 (Match),3:0,PINNACLE,1.82,1.00,0.82,batigol,2015-04-20 18:20:20
194,2015-04-20 18:44:00,SOC,Ireland,Limerick FC - Derry City,0.00,LOST,Over 2.5 (Match),0:2,PINNACLE,2.34,1.00,-1.00,batigol,2015-04-20 12:11:49
195,2015-04-20 18:44:00,SOC,Ireland,Limerick FC - Derry City,0.00,LOST,Home +0.5 (Match),0:2,PINNACLE,2.42,1.00,-1.00,batigol,2015-04-20 12:08:49
196,2015-04-20 18:44:00,SOC,Ireland,Dundalk - Galway FC,5.58,WIN,Home -1.75 (Match),3:0,PINNACLE,1.86,3.00,2.58,batigol,2015-04-20 11:51:37
197,2015-04-20 18:44:00,SOC,Ireland,St Patricks Athletic - Drogheda United,0.00,LOST,Home -1.5 (Match),2:2,PINNACLE,1.99,3.00,-3.00,batigol,2015-04-20 11:41:17
198,2015-04-17 18:44:00,SOC,Ireland,Galway FC - Limerick FC,0.00,LOST,Away +0.5 (Match),3:2,PINNACLE,1.92,1.00,-1.00,batigol,2015-04-17 18:04:18
199,2015-04-17 18:44:00,SOC,Ireland,UC Dublin - Waterford United,0.00,LOST,Away +0.5 (Match),3:0,PINNACLE,2.24,1.00,-1.00,batigol,2015-04-17 17:10:04
200,2015-04-17 18:44:00,SOC,Ireland,Bohemians - St Patricks Athletic,6.87,WIN,Away (Match),0:1,PINNACLE,2.29,3.00,3.87,batigol,2015-04-17 13:34:36
201,2015-04-11 16:44:00,SOC,Ireland,Bray Wanderers - Limerick FC,0.00,LOST,Away 0 (Match),4:0,PINNACLE,2.08,2.00,-2.00,batigol,2015-04-11 13:24:43
202,2015-04-10 18:59:00,SOC,Ireland,Shelbourne - Wexford Youths,1.91,WIN,Away +0.25 (Match),2:4,PINNACLE,1.91,1.00,0.91,batigol,2015-04-10 14:02:08
203,2015-04-10 18:44:00,SOC,Ireland,Galway FC - Sligo Rovers,0.00,LOST,Over 2.5 (Match),0:1,PINNACLE,2.24,3.00,-3.00,batigol,2015-04-10 12:02:42
204,2015-04-10 18:45:00,SOC,Ireland,Derry City - Shamrock Rovers,0.00,LOST,Shamrock Rovers -0.5 (Asian Handicap-Full Time Excluding Overtime),0-0,SBOBET,2,3.00,-3.00,batigol,2015-04-10 11:59:37
205,2015-04-07 18:44:00,SOC,Ireland,Bohemians - Longford Town,0.00,LOST,Away +0.5 (Match),3:1,PINNACLE,2.21,1.00,-1.00,batigol,2015-04-07 18:23:28
206,2015-04-07 18:44:00,SOC,Ireland,Dundalk - Shelbourne,1.83,WIN,Away +2 (Match),1:0,PINNACLE,1.83,1.00,0.83,batigol,2015-04-07 18:07:04
207,2015-04-06 17:59:00,SOC,Ireland,Cabinteely FC - Shamrock Rovers,1,PUSH,Home +2 (Match),0-2,PINNACLE,1.88,1.00,0.00,batigol,2015-04-06 12:06:23
208,2015-04-03 18:44:00,SOC,Ireland,Shamrock Rovers - Galway FC,6.06,WIN,Home -1.5 (Match),3:0,PINNACLE,2.02,3.00,3.06,batigol,2015-04-03 11:57:54
209,2015-04-03 18:44:00,SOC,Ireland,UC Dublin - Finn Harps,0.5,LOST,Home -0.25 (Match),2:2,PINNACLE,2.05,1.00,-0.50,batigol,2015-04-03 11:32:04
210,2015-04-03 16:45:00,SOC,Ireland,Sligo Rovers-Bray Wanderers,0.00,LOST,1 (-1.5 AH),1-3,SBOBET,2.17,2.00,-2.00,batigol,2015-04-01 18:15:09
211,2015-03-29 17:45:00,SOC,UEFA EURO Q,Ireland - Poland,2.1,WIN,Yes (Both Team To Score-Full Time Excluding Overtime),1:1,Bet365,2.1,1.00,1.10,batigol,2015-03-29 15:22:26
212,2015-03-29 15:59:00,SOC,UEFA EURO Q,Northern Ireland - Finland,1.85,WIN,Home 0 (Match),2:1,PINNACLE,1.85,1.00,0.85,batigol,2015-03-29 10:54:30
213,2015-03-28 18:30:00,SOC,Ireland,Limerick FC - St Patricks Athletic FC,1.92,WIN,Limerick FC +1.5 (Asian Handicap-Full Time Excluding Overtime),1:2,SBOBET,1.92,1.00,0.92,batigol,2015-03-28 15:40:45
214,2015-03-27 19:59:00,SOC,Ireland,Wexford Youths - UC Dublin,0.00,LOST,Away 0 (Match),1-0,PINNACLE,2.83,1.00,-1.00,batigol,2015-03-27 17:56:46
215,2015-03-27 19:59:00,SOC,Ireland,Shamrock Rovers - Bohemians,0.00,LOST,Home -0.75 (Match),0-0,PINNACLE,1.91,2.00,-2.00,batigol,2015-03-27 12:43:14
216,2015-03-27 19:44:00,SOC,Ireland,Dundalk - Sligo Rovers,3.82,WIN,Home -0.75 (Match),3-0,PINNACLE,1.91,2.00,1.82,batigol,2015-03-27 12:35:33
217,2015-03-24 19:44:00,SOC,Ireland,Sligo Rovers - Shamrock Rovers,2,WIN,Away 0 (Match),1:2,PINNACLE,2,1.00,1.00,batigol,2015-03-24 14:35:40
218,2015-03-21 19:45:00,SOC,Livebet,Sligo Rovers FC - Derry City FC,0.00,LOST,FT Home -0.5 (1:1),1:1,188bet,2.06,1.00,-1.00,batigol,2015-03-21 19:58:21
219,2015-03-21 18:30:00,SOC,Ireland,Limerick FC - Longford Town,2.04,WIN,Limerick FC +0.5 (Asian Handicap-Full Time Excluding Overtime),2:2,SBOBET,2.04,1.00,1.04,batigol,2015-03-21 13:29:13
