Date,Category,League,Event,Event result,Type of bet,Selection,Odds,Bookmaker,Stake (in units),Profit,Result,Tipster,Sport,Publication date
2015-12-04 20:30:00,Belgium,Jupiler Pro League,KAA GENT vs SV ZULTE WAREGEM,2-2 (1-1),Asian handicap,SV ZULTE WAREGEM +1.25,1.83,,100,83.00,Win,Aurelien Delon,Football,2015-12-04 16:04:03
2015-12-03 21:00:00,Italy,Coppa Italia,US SASSUOLO vs CAGLIARI CALCIO,0-1 (0-1),Asian handicap,CAGLIARI CALCIO +0.25,2.14,,100,114.00,Win,Aurelien Delon,Football,2015-12-02 16:25:01
2015-12-02 19:00:00,France,Ligue 1,SC BASTIA vs FC GIRONDINS BORDEAUX,1-0 (0-0),Over / Under 1st Half,Under +0.75 Half time,2.13,,100,113.00,Win,Aurelien Delon,Football,2015-11-30 06:13:02
2015-12-01 21:00:00,France,Ligue 1,FC NANTES vs OLYMPIQUE LYON,0-0 (0-0),Match Odds,OLYMPIQUE LYON,2.24,,100,-100.00,Lost,Aurelien Delon,Football,2015-11-30 05:36:02
2015-11-28 20:45:00,Italy,Serie A,AC MILAN vs SAMPDORIA GENOA,4-1 (2-0),Over / Under,Over +2.50,1.99,,100,99.00,Win,Aurelien Delon,Football,2015-11-23 15:28:02
2015-11-28 18:00:00,Italy,Serie A,TURIN FC vs BOLOGNA FC,2-0 (0-0),Asian handicap,BOLOGNA FC +1.00,1.69,,100,-100.00,Lost,Aurelien Delon,Football,2015-11-28 16:43:05
2015-11-25 20:45:00,European cups,UEFA Champions League,JUVENTUS TURIN vs MANCHESTER CITY,1-0 (1-0),Over / Under Team,JUVENTUS TURIN Under +1.25,1.97,,100,48.50,Half win,Aurelien Delon,Football,2015-11-25 14:50:04
2015-11-25 20:45:00,European cups,UEFA Champions League,MONCHENGLADBACH vs SEVILLA FC,4-2 (1-0),Asian handicap,MONCHENGLADBACH +0,1.79,,100,79.00,Win,Aurelien Delon,Football,2015-11-20 16:42:03
2015-11-25 18:00:00,European cups,UEFA Champions League,CSKA MOSCOW vs VFL WOLFSBURG,0-2 (0-0),Match Odds,VFL WOLFSBURG,3.50,,70,175.00,Win,Aurelien Delon,Football,2015-11-20 16:51:09
2015-11-22 20:45:00,Italy,Serie A,INTER MILAN vs FROSINONE CALCIO,4-0 (1-0),Over / Under,Over +2.75,1.73,,100,73.00,Win,Aurelien Delon,Football,2015-11-17 03:04:05
2015-11-22 17:40:00,Germany,Bundesliga,FC INGOLSTADT vs SV DARMSTADT 98,3-1 (0-1),Match Odds,FC INGOLSTADT,2.10,,100,110.00,Win,Aurelien Delon,Football,2015-11-17 02:51:02
2015-11-21 20:45:00,Italy,Serie A,JUVENTUS TURIN vs AC MILAN,1-0 (0-0),Match Odds,JUVENTUS TURIN,1.63,,100,63.00,Win,Aurelien Delon,Football,2015-11-17 03:01:09
2015-11-21 16:00:00,Portugal,Liga Vitalis,CD MAFRA vs VITORIA GUIMARAES B,1-1 (0-0),Asian handicap,CD MAFRA -0.25,2.02,,100,-50.00,Half lost,Aurelien Delon,Football,2015-11-21 11:40:07
2015-11-15 12:00:00,Spain,Segunda B Group III,CE L'HOSPITALET vs POBLA DE MAFUMET CF,1-2,Asian handicap,POBLA DE MAFUMET CF +0,2.21,,100,121.00,Win,Aurelien Delon,Football,2015-11-15 10:54:03
2015-11-14 15:00:00,Italy,Serie B,AS LIVORNO vs VICENZA CALCIO,2-2 (0-0),Over / Under,Over +2.00,1.84,,100,84.00,Win,Aurelien Delon,Football,2015-11-14 10:33:15
2015-11-13 20:45:00,International,International Friendly Games,BELGIUM vs ITALY,3-1 (1-1),Over / Under,Over +2.25,2.06,,100,106.00,Win,Aurelien Delon,Football,2015-11-13 10:47:05
2015-11-13 00:30:00,International,World Cup Qualification,CHILE vs COLOMBIA,1-1 (1-0),Asian handicap,COLOMBIA +0.75,1.99,,100,99.00,Win,Aurelien Delon,Football,2015-11-12 17:00:06
2015-11-12 03:30:00,Mexico,"Primera Division, Apertura",ATLAS vs GUADALAJARA CHIVAS,0-1 (0-0),Over / Under,Under +2.50,1.81,,100,81.00,Win,Aurelien Delon,Football,2015-11-09 14:49:02
2015-11-10 01:00:00,Chile,Primera Division,SANTIAGO WANDERERS vs UNIVERSIDAD DE CONCEPCION,1-2 (1-1),Over / Under,Over +2.50,1.74,,100,74.00,Win,Aurelien Delon,Football,2015-11-06 17:06:00
2015-11-09 20:30:00,France,Ligue 2,AS NANCY vs DIJON FCO,3-1 (2-0),Over / Under,Over +2.00,1.85,,100,85.00,Win,Aurelien Delon,Football,2015-11-09 18:48:05
2015-11-08 16:00:00,Spain,Liga BBVA,FC BARCELONA vs VILLARREAL CF,3-0 (0-0),Both team to score,No,1.83,,100,83.00,Win,Aurelien Delon,Football,2015-11-04 16:09:18
2015-11-08 15:30:00,Germany,Bundesliga,BORUSSIA DORTMUND vs FC SCHALKE 04,3-2 (2-1),Both team to score,Yes,1.67,,100,67.00,Win,Aurelien Delon,Football,2015-11-04 03:01:06
2015-11-08 12:30:00,Italy,Serie A,TURIN FC vs INTER MILAN,0-1 (0-1),Over / Under,Under +2.25,1.96,,100,96.00,Win,Aurelien Delon,Football,2015-11-04 03:08:04
2015-11-07 20:00:00,France,Ligue 1,SM CAEN vs EA GUINGAMP,2-1 (0-0),Asian handicap,SM CAEN -0.25,1.86,,100,86.00,Win,Aurelien Delon,Football,2015-11-07 12:23:15
2015-11-07 18:30:00,Austria,tipp3-Bundesliga,ADMIRA WACKER vs SCR ALTACH,1-1 (0-1),Match Odds,ADMIRA WACKER,2.28,,100,-100.00,Lost,Aurelien Delon,Football,2015-11-07 14:03:33
2015-11-07 09:30:00,Australia,FFA Cup,MELBOURNE VICTORY vs PERTH GLORY FC,2-0 (2-0),Match Odds 1st Half,MELBOURNE VICTORY Half time,2.01,,100,101.00,Win,Aurelien Delon,Football,2015-11-06 15:58:17
2015-11-06 20:00:00,France,Ligue 2,CHAMOIS NIORT FC vs FC METZ,1-1 (0-1),Asian handicap,FC METZ +0.25,1.72,,100,36.00,Half win,Aurelien Delon,Football,2015-11-06 15:38:04
2015-11-06 20:00:00,France,Ligue 2,AJ AUXERRE vs RC LENS,1-2 (0-0),Asian handicap,RC LENS +0,2.58,,100,158.00,Win,Aurelien Delon,Football,2015-11-06 13:55:03
2015-11-04 20:45:00,European cups,UEFA Champions League,MACCABI TEL AVIV vs FC PORTO,1-3 (0-1),Over / Under 1st Half,Under +0.75 Half time,2.40,,100,-50.00,Half lost,Aurelien Delon,Football,2015-11-04 17:20:16
2015-11-03 20:45:00,European cups,UEFA Champions League,FC SHAKHTAR DONETSK vs MALMO FF,4-0 (1-0),Over / Under 1st Half Team,FC SHAKHTAR DONETSK Over +0.75,1.73,,100,36.50,Half win,Aurelien Delon,Football,2015-11-03 16:04:15
2015-11-03 20:45:00,European cups,UEFA Champions League,REAL MADRID vs PARIS ST GERMAIN,1-0 (1-0),Over / Under 1st Half Team,REAL MADRID Over +0.75,2.16,,100,58.00,Half win,Aurelien Delon,Football,2015-11-03 15:53:11
2015-11-02 15:00:00,Russia,Premier League,FC AMKAR PERM vs RFK TEREK GROZNY,1-0 (0-0),Asian handicap,RFK TEREK GROZNY -0.25,2.08,,100,-100.00,Lost,Aurelien Delon,Football,2015-11-01 12:23:42
2015-11-01 15:00:00,Italy,Serie A,GENOA FC vs SSC NAPOLI,0-0 (0-0),Over / Under,Over +2.50,1.96,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-28 09:39:07
2015-11-01 12:00:00,Spain,Liga BBVA,SD EIBAR vs RAYO VALLECANO,1-0 (1-0),Match Odds,SD EIBAR,2.15,,100,115.00,Win,Aurelien Delon,Football,2015-10-26 11:30:21
2015-10-31 20:30:00,Spain,Liga BBVA,GETAFE CF vs FC BARCELONA,0-2 (0-1),Match Odds 1st Half,FC BARCELONA Half time,1.70,,100,70.00,Win,Aurelien Delon,Football,2015-10-26 10:46:05
2015-10-31 16:00:00,Spain,Liga BBVA,REAL MADRID vs LAS PALMAS UD,3-1 (3-1),Over / Under Team,LAS PALMAS UD Under +0.50,1.80,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-26 11:31:06
2015-10-31 16:00:00,England,Premier League,MANCHESTER CITY vs NORWICH CITY,2-1 (0-0),Over / Under 1st Half,Over +1.25 Half time,1.91,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-26 11:26:09
2015-10-31 16:00:00,England,Premier League,CRYSTAL PALACE vs MANCHESTER UTD,0-0 (0-0),Both team to score,Yes,1.72,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-26 10:06:03
2015-10-31 13:45:00,England,Premier League,CHELSEA FC vs LIVERPOOL FC,1-3 (1-1),Over / Under,Under +2.50,1.98,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-26 09:53:02
2015-10-23 20:30:00,France,Ligue 1,OLYMPIQUE LYON vs TOULOUSE FC,3-0 (1-0),Over / Under,Over +2.50,2.11,,100,111.00,Win,Aurelien Delon,Football,2015-10-20 13:01:09
2015-10-22 21:05:00,European cups,UEFA Europa League,SPORTING BRAGA vs OLYMPIQUE MARSEILLE,3-2 (0-0),Asian handicap,SPORTING BRAGA +0.25,1.83,,100,83.00,Win,Aurelien Delon,Football,2015-10-22 20:04:13
2015-10-21 20:45:00,European cups,UEFA Champions League,JUVENTUS TURIN vs MONCHENGLADBACH,0-0 (0-0),Over / Under 1st Half,Under +1.00 Half time,2.08,,100,108.00,Win,Aurelien Delon,Football,2015-10-18 05:56:26
2015-10-19 20:30:00,Spain,Liga BBVA,SPORTING GIJON vs GRANADA CF,3-3 (1-2),Over / Under 1st Half,Under +1.00 Half time,1.60,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-16 14:01:05
2015-10-18 17:00:00,England,Premier League,NEWCASTLE UTD vs NORWICH CITY,6-2 (3-2),Match Odds,NEWCASTLE UTD,2.50,,100,150.00,Win,Aurelien Delon,Football,2015-10-12 17:45:02
2015-10-17 16:00:00,Spain,Liga BBVA,REAL MADRID vs LEVANTE UD,3-0 (2-0),Over / Under 1st Half,Over +1.50 Half time,1.88,,100,88.00,Win,Aurelien Delon,Football,2015-10-12 17:51:13
2015-10-14 02:00:00,International,World Cup Qualification,PARAGUAY vs ARGENTINA,0-0 (0-0),Match Odds,ARGENTINA,2.20,,100,-100.00,Lost,Aurelien Delon,Football,2015-10-10 15:41:25
2015-10-11 18:00:00,International,Euro Cup,SERBIA vs PORTUGAL,1-2 (0-1),Both team to score,Yes,2.00,,100,100.00,Win,Aurelien Delon,Football,2015-10-09 17:18:03
2015-10-09 19:00:00,International,World Cup Qualification,GAMBIA vs NAMIBIA,1-1 (0-0),Match Odds 1st Half,Draw Half time,1.93,,100,93.00,Win,Aurelien Delon,Football,2015-10-09 17:06:03
2015-10-08 20:45:00,International,Euro Cup,ALBANIA vs SERBIA,0-2 (0-0),Over / Under 1st Half,Under +0.75 Half time,1.94,,100,94.00,Win,Aurelien Delon,Football,2015-10-06 15:21:08
2015-10-04 17:00:00,England,Premier League,ARSENAL FC vs MANCHESTER UTD,3-0 (3-0),Asian handicap,MANCHESTER UTD +0.50,1.94,,100,-100.00,Lost,Aurelien Delon,Football,2015-09-28 16:59:02
2015-10-04 15:30:00,Germany,Bundesliga,FC SCHALKE 04 vs 1 FC COLOGNE,0-3 (0-1),Match Odds,FC SCHALKE 04,1.80,,100,-100.00,Lost,Aurelien Delon,Football,2015-09-28 17:14:04
2015-10-04 15:00:00,Italy,Serie A,SAMPDORIA GENOA vs INTER MILAN,1-1 (0-0),Asian handicap,SAMPDORIA GENOA +0.50,1.89,,100,89.00,Win,Aurelien Delon,Football,2015-09-28 17:38:04
2015-10-03 20:45:00,Italy,Serie A,AC CHIEVO VERONA vs HELLAS VERONA,1-1 (0-0),Draw no bet,HELLAS VERONA,2.63,,100,0.00,Void,Aurelien Delon,Football,2015-09-28 17:24:04
2015-10-02 20:30:00,Germany,Bundesliga,SV DARMSTADT 98 vs 1 FSV MAINZ 05,2-3 (1-2),Draw no bet,SV DARMSTADT 98,2.10,,100,-100.00,Lost,Aurelien Delon,Football,2015-09-28 17:08:03
